name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[60] Total Num: 1704, avg: 31.0392824020643rec_022/head/000687/000748.jpg 0.0,0.0 1.2273475,-1.0931699
[60] Total Num: 1705, avg: 31.068640869026098rec_022/head/000585/000748.jpg 0.0,0.0 0.3048486,-1.1885628
[60] Total Num: 1706, avg: 31.090967437213315rec_022/head/000022/000749.jpg 0.0,0.0 1.1401306,-0.60656977
[60] Total Num: 1707, avg: 31.11372618333648rec_022/head/000001/000749.jpg 0.0,0.0 1.0596044,-0.91242635
[60] Total Num: 1708, avg: 31.13800586377326rec_022/head/000000/000749.jpg 0.0,0.0 0.96407056,-1.0593344
[60] Total Num: 1709, avg: 31.162966018801104rec_022/head/000002/000749.jpg 0.0,0.0 1.2637523,-0.7277977
[60] Total Num: 1710, avg: 31.18974669733212rec_022/head/000687/000749.jpg 0.0,0.0 1.1326691,-1.1062411
[60] Total Num: 1711, avg: 31.217714702940732rec_022/head/000585/000749.jpg 0.0,0.0 0.24654198,-1.2225275
[60] Total Num: 1712, avg: 31.240761274150017rec_022/head/000022/000750.jpg 0.0,0.0 1.1000617,-0.607059
[60] Total Num: 1713, avg: 31.262295976693792rec_022/head/000001/000750.jpg 0.0,0.0 0.9988863,-0.919109
[60] Total Num: 1714, avg: 31.285384347467165rec_022/head/000000/000750.jpg 0.0,0.0 0.82892287,-1.0493425
[60] Total Num: 1715, avg: 31.30815170507698rec_022/head/000002/000750.jpg 0.0,0.0 1.2510968,-0.738999
[60] Total Num: 1716, avg: 31.334526644319844rec_022/head/000585/000750.jpg 0.0,0.0 0.13007306,-1.1827298
[60] Total Num: 1717, avg: 31.355859564338072rec_022/head/000687/000750.jpg 0.0,0.0 1.012968,-1.1158565
[60] Total Num: 1718, avg: 31.382165752614277rec_022/head/000022/000751.jpg 0.0,0.0 1.0948663,-0.63470864
[60] Total Num: 1719, avg: 31.403671206386818rec_022/head/000001/000751.jpg 0.0,0.0 0.89192724,-0.943743
[60] Total Num: 1720, avg: 31.425169572572198rec_022/head/000000/000751.jpg 0.0,0.0 0.7559249,-1.111354
[60] Total Num: 1721, avg: 31.448266829916204rec_022/head/000002/000751.jpg 0.0,0.0 1.2237586,-0.7782142
[60] Total Num: 1722, avg: 31.474128756395096rec_022/head/000585/000751.jpg 0.0,0.0 -0.065744095,-1.1938181
[60] Total Num: 1723, avg: 31.49558877079606rec_022/head/000687/000751.jpg 0.0,0.0 0.82997996,-1.1520578
[60] Total Num: 1724, avg: 31.52028551662744rec_022/head/000022/000752.jpg 0.0,0.0 1.1131554,-0.68357676
[60] Total Num: 1725, avg: 31.54257346282734rec_022/head/000001/000752.jpg 0.0,0.0 0.81628054,-1.0107985
[60] Total Num: 1726, avg: 31.56408099377974rec_022/head/000000/000752.jpg 0.0,0.0 0.5792579,-1.1811564
[60] Total Num: 1727, avg: 31.587184987886243rec_022/head/000002/000752.jpg 0.0,0.0 1.2098545,-0.8467524
[60] Total Num: 1728, avg: 31.613159430411837rec_022/head/000585/000752.jpg 0.0,0.0 -0.26597565,-1.1507374
[60] Total Num: 1729, avg: 31.633527272388466rec_022/head/000022/000753.jpg 0.0,0.0 1.1038804,-0.7317696
[60] Total Num: 1730, avg: 31.65595513386581rec_022/head/000001/000753.jpg 0.0,0.0 0.79541206,-1.1102643
[60] Total Num: 1731, avg: 31.679189636979473rec_022/head/000000/000753.jpg 0.0,0.0 0.38452572,-1.250021
[60] Total Num: 1732, avg: 31.703050160599343rec_022/head/000002/000753.jpg 0.0,0.0 1.237411,-0.9250436
[60] Total Num: 1733, avg: 31.730135649166353rec_022/head/000687/000753.jpg 0.0,0.0 0.54563916,-1.346535
[60] Total Num: 1734, avg: 31.757420277400595rec_022/head/000585/000753.jpg 0.0,0.0 -0.40498692,-1.0876199
[60] Total Num: 1735, avg: 31.776419980773145rec_022/head/000022/000754.jpg 0.0,0.0 1.0452387,-0.75124025
[60] Total Num: 1736, avg: 31.79756846632998rec_022/head/000001/000754.jpg 0.0,0.0 0.55515623,-1.0745972
[60] Total Num: 1737, avg: 31.81733656538631rec_022/head/000000/000754.jpg 0.0,0.0 0.1348004,-1.172598
[60] Total Num: 1738, avg: 31.837811859536544rec_022/head/000002/000754.jpg 0.0,0.0 1.0999339,-0.94657385
[60] Total Num: 1739, avg: 31.862415970114224rec_022/head/000687/000754.jpg 0.0,0.0 0.15053937,-1.2647623
[60] Total Num: 1740, avg: 31.88586870000787rec_022/head/000022/000755.jpg 0.0,0.0 1.0027789,-0.7666566
[60] Total Num: 1741, avg: 31.906154558270167rec_022/head/000001/000755.jpg 0.0,0.0 0.41670993,-1.0804384
[60] Total Num: 1742, avg: 31.924860409069797rec_022/head/000000/000755.jpg 0.0,0.0 -0.037578736,-1.1230763
[60] Total Num: 1743, avg: 31.943473201645155rec_022/head/000002/000755.jpg 0.0,0.0 0.991114,-0.9680292
[60] Total Num: 1744, avg: 31.96638886263579rec_022/head/000687/000755.jpg 0.0,0.0 -0.08012789,-1.2146997
[60] Total Num: 1745, avg: 31.987992954487616rec_022/head/000022/000756.jpg 0.0,0.0 0.96205586,-0.7840004
[60] Total Num: 1746, avg: 32.00753839248653rec_022/head/000000/000756.jpg 0.0,0.0 -0.16720831,-1.0683806
[60] Total Num: 1747, avg: 32.02450708204004rec_022/head/000001/000756.jpg 0.0,0.0 0.25852177,-1.0632585
[60] Total Num: 1748, avg: 32.04164052894344rec_022/head/000002/000756.jpg 0.0,0.0 0.8536694,-0.9781592
[60] Total Num: 1749, avg: 32.06246500045404rec_022/head/000687/000756.jpg 0.0,0.0 -0.23912841,-1.1387725
[60] Total Num: 1750, avg: 32.081855783204496rec_022/head/000022/000757.jpg 0.0,0.0 0.96788996,-0.8233861
[60] Total Num: 1751, avg: 32.10198547830159rec_022/head/000001/000757.jpg 0.0,0.0 0.124665335,-0.9958249
[60] Total Num: 1752, avg: 32.11639315294092rec_022/head/000000/000757.jpg 0.0,0.0 -0.2726276,-1.0233572
[60] Total Num: 1753, avg: 32.132251104296664rec_022/head/000002/000757.jpg 0.0,0.0 0.7113235,-0.979858
[60] Total Num: 1754, avg: 32.151010931829205rec_022/head/000687/000757.jpg 0.0,0.0 -0.34131554,-1.0729414
[60] Total Num: 1755, avg: 32.16873493471983rec_022/head/000000/000758.jpg 0.0,0.0 -0.34414417,-0.95598096
[60] Total Num: 1756, avg: 32.18294000488582rec_022/head/000022/000758.jpg 0.0,0.0 0.8045477,-0.79265845
[60] Total Num: 1757, avg: 32.19926848036289rec_022/head/000002/000758.jpg 0.0,0.0 0.61352026,-0.99158764
[60] Total Num: 1758, avg: 32.21702441495455rec_022/head/000001/000758.jpg 0.0,0.0 0.018373955,-0.92717385
[60] Total Num: 1759, avg: 32.22891377213506rec_022/head/000687/000758.jpg 0.0,0.0 -0.42497656,-1.0208925
[60] Total Num: 1760, avg: 32.245583586638176rec_022/head/000022/000759.jpg 0.0,0.0 0.7466484,-0.79653686
[60] Total Num: 1761, avg: 32.26084674516001rec_022/head/000001/000759.jpg 0.0,0.0 -0.06729262,-0.87071574
[60] Total Num: 1762, avg: 32.270912948126245rec_022/head/000002/000759.jpg 0.0,0.0 0.4720488,-0.96635556
[60] Total Num: 1763, avg: 32.286409974404215rec_022/head/000000/000759.jpg 0.0,0.0 -0.37957236,-0.8629589
[60] Total Num: 1764, avg: 32.298066937814205rec_022/head/000687/000759.jpg 0.0,0.0 -0.48820823,-0.9491077
[60] Total Num: 1765, avg: 32.313220859911155rec_022/head/000022/000760.jpg 0.0,0.0 0.764959,-0.8354059
[60] Total Num: 1766, avg: 32.32949564046163rec_022/head/000001/000760.jpg 0.0,0.0 -0.14272507,-0.8550244
[60] Total Num: 1767, avg: 32.33920955534109rec_022/head/000002/000760.jpg 0.0,0.0 0.35835248,-0.9309691
[60] Total Num: 1768, avg: 32.35259483945102rec_022/head/000000/000760.jpg 0.0,0.0 -0.48031598,-0.872341
[60] Total Num: 1769, avg: 32.365527555388454rec_022/head/000687/000760.jpg 0.0,0.0 -0.5763285,-0.9258702
[60] Total Num: 1770, avg: 32.38098915917591rec_022/head/000022/000761.jpg 0.0,0.0 0.752006,-0.8553894
[60] Total Num: 1771, avg: 32.39736218168318rec_022/head/000001/000761.jpg 0.0,0.0 -0.20482418,-0.8654014
[60] Total Num: 1772, avg: 32.40763238558486rec_022/head/000002/000761.jpg 0.0,0.0 0.3037441,-0.9389845
[60] Total Num: 1773, avg: 32.42076786328702rec_022/head/000000/000761.jpg 0.0,0.0 -0.5013238,-0.8242557
[60] Total Num: 1774, avg: 32.43262144302837rec_022/head/000687/000761.jpg 0.0,0.0 -0.69718486,-0.9420555
[60] Total Num: 1775, avg: 32.449954762722186rec_022/head/000022/000762.jpg 0.0,0.0 0.68008685,-0.82863
[60] Total Num: 1776, avg: 32.46450837600393rec_022/head/000001/000762.jpg 0.0,0.0 -0.21492068,-0.79350424
[60] Total Num: 1777, avg: 32.47254602116292rec_022/head/000002/000762.jpg 0.0,0.0 0.31165802,-1.004362
[60] Total Num: 1778, avg: 32.48762586120191rec_022/head/000000/000762.jpg 0.0,0.0 -0.41645247,-0.6921191
[60] Total Num: 1779, avg: 32.49479625050014rec_022/head/000687/000762.jpg 0.0,0.0 -0.5320519,-0.7829839
[60] Total Num: 1780, avg: 32.5059510622984rec_022/head/000022/000763.jpg 0.0,0.0 0.65728927,-0.80696815
[60] Total Num: 1781, avg: 32.51959116447656rec_022/head/000001/000763.jpg 0.0,0.0 -0.24107502,-0.80219173
[60] Total Num: 1782, avg: 32.5280220646478rec_022/head/000002/000763.jpg 0.0,0.0 0.24378514,-0.90265304
[60] Total Num: 1783, avg: 32.53952812625416rec_022/head/000000/000763.jpg 0.0,0.0 -0.3766023,-0.6152014
[60] Total Num: 1784, avg: 32.54403871712461rec_022/head/000687/000763.jpg 0.0,0.0 -0.53825194,-0.75379133
[60] Total Num: 1785, avg: 32.554514723080686rec_022/head/000022/000764.jpg 0.0,0.0 0.64300823,-0.76614016
[60] Total Num: 1786, avg: 32.566960208850766rec_022/head/000001/000764.jpg 0.0,0.0 -0.23248915,-0.7509982
[60] Total Num: 1787, avg: 32.57372513055863rec_022/head/000000/000764.jpg 0.0,0.0 -0.43081832,-0.64305055
[60] Total Num: 1788, avg: 32.579753482482424rec_022/head/000002/000764.jpg 0.0,0.0 0.2584618,-0.89977634
[60] Total Num: 1789, avg: 32.59119519438894rec_022/head/000687/000764.jpg 0.0,0.0 -0.533205,-0.7161522
[60] Total Num: 1790, avg: 32.60063412780343rec_022/head/000022/000765.jpg 0.0,0.0 0.7158971,-0.7556058
[60] Total Num: 1791, avg: 32.614084270496505rec_022/head/000000/000765.jpg 0.0,0.0 -0.4608871,-0.635087
[60] Total Num: 1792, avg: 32.62036045113364rec_022/head/000002/000765.jpg 0.0,0.0 0.28243148,-0.8761868
[60] Total Num: 1793, avg: 32.63120687987169rec_022/head/000001/000765.jpg 0.0,0.0 -0.22186749,-0.70008856
[60] Total Num: 1794, avg: 32.63629070736348rec_022/head/000687/000765.jpg 0.0,0.0 -0.5621486,-0.7005253
[60] Total Num: 1795, avg: 32.64579419476171rec_022/head/000022/000766.jpg 0.0,0.0 0.7443606,-0.7073066
[60] Total Num: 1796, avg: 32.658801975099685rec_022/head/000001/000766.jpg 0.0,0.0 -0.22022127,-0.67756546
[60] Total Num: 1797, avg: 32.66317139208417rec_022/head/000000/000766.jpg 0.0,0.0 -0.5469051,-0.6624293
[60] Total Num: 1798, avg: 32.67151397300866rec_022/head/000002/000766.jpg 0.0,0.0 0.27054486,-0.7600411
[60] Total Num: 1799, avg: 32.678754805995894rec_022/head/000687/000766.jpg 0.0,0.0 -0.56743264,-0.6597089
[60] Total Num: 1800, avg: 32.68738602157272rec_022/head/000000/000767.jpg 0.0,0.0 -0.47689548,-0.5467671
[60] Total Num: 1801, avg: 32.69179758733299rec_022/head/000022/000767.jpg 0.0,0.0 0.7275592,-0.60980326
[60] Total Num: 1802, avg: 32.702652004135516rec_022/head/000002/000767.jpg 0.0,0.0 0.23333968,-0.5901795
[60] Total Num: 1803, avg: 32.70451821564959rec_022/head/000687/000767.jpg 0.0,0.0 -0.50630146,-0.5503034
[60] Total Num: 1804, avg: 32.7095621756971rec_022/head/000022/000768.jpg 0.0,0.0 0.7165098,-0.50671685
[60] Total Num: 1805, avg: 32.71844892323519rec_022/head/000000/000768.jpg 0.0,0.0 -0.46439773,-0.47439227
[60] Total Num: 1806, avg: 32.72099184930551rec_022/head/000002/000768.jpg 0.0,0.0 0.32329407,-0.60807896
[60] Total Num: 1807, avg: 32.72441212610672rec_022/head/000687/000768.jpg 0.0,0.0 -0.49310586,-0.4748007
[60] Total Num: 1808, avg: 32.72756477825318rec_022/head/000022/000769.jpg 0.0,0.0 0.7138392,-0.38499525
[60] Total Num: 1809, avg: 32.73464231263355rec_022/head/000000/000769.jpg 0.0,0.0 -0.4293324,-0.38574073
[60] Total Num: 1810, avg: 32.73456908791048rec_022/head/000687/000769.jpg 0.0,0.0 -0.5493221,-0.44718778
[60] Total Num: 1811, avg: 32.73843443970321rec_022/head/000022/000770.jpg 0.0,0.0 0.742533,-0.24595213
[60] Total Num: 1812, avg: 32.74486505413847rec_022/head/000000/000770.jpg 0.0,0.0 -0.31436214,-0.24363145
[60] Total Num: 1813, avg: 32.73929414523841rec_022/head/000002/000770.jpg 0.0,0.0 0.36363587,-0.21005303
[60] Total Num: 1814, avg: 32.73443589621994rec_022/head/000687/000770.jpg 0.0,0.0 -0.35746503,-0.25360122
[60] Total Num: 1815, avg: 32.7301358991474rec_022/head/000022/000771.jpg 0.0,0.0 0.66407484,-0.08526407
[60] Total Num: 1816, avg: 32.73321063093773rec_022/head/000002/000771.jpg 0.0,0.0 0.3882293,-0.037802655
[60] Total Num: 1817, avg: 32.72749272405779rec_022/head/000687/000771.jpg 0.0,0.0 -0.21565531,-0.08924972
[60] Total Num: 1818, avg: 32.71683803375231rec_022/head/000022/000772.jpg 0.0,0.0 0.6115226,0.019279132
[60] Total Num: 1819, avg: 32.71812226085146rec_022/head/000002/000772.jpg 0.0,0.0 0.4652595,0.0770847
[60] Total Num: 1820, avg: 32.71497733234254rec_022/head/000022/000773.jpg 0.0,0.0 0.6431933,0.08281952
[60] Total Num: 1821, avg: 32.71739276693772rec_022/head/000002/000773.jpg 0.0,0.0 0.56645226,0.15328296
[60] Total Num: 1822, avg: 32.71782054563333rec_022/head/000000/000773.jpg 0.0,0.0 0.13213137,0.13423404
[60] Total Num: 1823, avg: 32.70578440053146rec_022/head/000687/000773.jpg 0.0,0.0 0.12709999,0.15270455
[60] Total Num: 1824, avg: 32.69408455366094rec_022/head/000022/000774.jpg 0.0,0.0 0.68872875,0.12258704
[60] Total Num: 1825, avg: 32.69807722607893rec_022/head/000000/000774.jpg 0.0,0.0 0.2686865,0.21342109
[60] Total Num: 1826, avg: 32.69088643262467rec_022/head/000002/000774.jpg 0.0,0.0 0.62862873,0.19635347
[60] Total Num: 1827, avg: 32.693521814850754rec_022/head/000687/000774.jpg 0.0,0.0 0.27235445,0.23232993
[60] Total Num: 1828, avg: 32.68679838951997rec_022/head/000022/000775.jpg 0.0,0.0 0.74639404,0.13973133
[60] Total Num: 1829, avg: 32.69263700754399rec_022/head/000001/000775.jpg 0.0,0.0 0.5402248,0.18491581
[60] Total Num: 1830, avg: 32.692556132797904rec_022/head/000000/000775.jpg 0.0,0.0 0.41809207,0.263976
[60] Total Num: 1831, avg: 32.69004244355539rec_022/head/000002/000775.jpg 0.0,0.0 0.75403565,0.2238605
[60] Total Num: 1832, avg: 32.696600584660864rec_022/head/000687/000775.jpg 0.0,0.0 0.4017665,0.2652343
[60] Total Num: 1833, avg: 32.693685725818945rec_022/head/000022/000776.jpg 0.0,0.0 0.78750026,0.14336441
[60] Total Num: 1834, avg: 32.700779049033535rec_022/head/000001/000776.jpg 0.0,0.0 0.60302544,0.18763773
[60] Total Num: 1835, avg: 32.702569020629994rec_022/head/000000/000776.jpg 0.0,0.0 0.5036067,0.2579457
[60] Total Num: 1836, avg: 32.70225554041585rec_022/head/000002/000776.jpg 0.0,0.0 0.7696688,0.21273692
[60] Total Num: 1837, avg: 32.70917656797677rec_022/head/000687/000776.jpg 0.0,0.0 0.5295167,0.28661814
[60] Total Num: 1838, avg: 32.709945326397616rec_022/head/000001/000777.jpg 0.0,0.0 0.65879977,0.18367791
[60] Total Num: 1839, avg: 32.713351807096565rec_022/head/000000/000777.jpg 0.0,0.0 0.5520273,0.24754211
[60] Total Num: 1840, avg: 32.7142466826269rec_022/head/000022/000777.jpg 0.0,0.0 0.7710837,0.13644299
[60] Total Num: 1841, avg: 32.72077080129703rec_022/head/000002/000777.jpg 0.0,0.0 0.7774922,0.20283063
[60] Total Num: 1842, avg: 32.72783227620784rec_022/head/000687/000777.jpg 0.0,0.0 0.58977413,0.27055708
[60] Total Num: 1843, avg: 32.73003648650986rec_022/head/000001/000778.jpg 0.0,0.0 0.69276494,0.16999619
[60] Total Num: 1844, avg: 32.734346344898135rec_022/head/000000/000778.jpg 0.0,0.0 0.62073725,0.2352226
[60] Total Num: 1845, avg: 32.73704659368039rec_022/head/000022/000778.jpg 0.0,0.0 0.77667546,0.125767
[60] Total Num: 1846, avg: 32.74366729444836rec_022/head/000002/000778.jpg 0.0,0.0 0.8255206,0.19326384
[60] Total Num: 1847, avg: 32.75207655403104rec_022/head/000687/000778.jpg 0.0,0.0 0.6520289,0.25152767
[60] Total Num: 1848, avg: 32.75581472545351rec_022/head/000001/000779.jpg 0.0,0.0 0.73687,0.15045254
[60] Total Num: 1849, avg: 32.76131621128785rec_022/head/000022/000779.jpg 0.0,0.0 0.7738477,0.107883036
[60] Total Num: 1850, avg: 32.76775769793636rec_022/head/000000/000779.jpg 0.0,0.0 0.66389596,0.20302147
[60] Total Num: 1851, avg: 32.771404651361415rec_022/head/000002/000779.jpg 0.0,0.0 0.85049224,0.16981182
[60] Total Num: 1852, avg: 32.78040978727958rec_022/head/000687/000779.jpg 0.0,0.0 0.735006,0.2263166
[60] Total Num: 1853, avg: 32.78630527879868rec_022/head/000001/000780.jpg 0.0,0.0 0.7760145,0.131687
[60] Total Num: 1854, avg: 32.79287447133842rec_022/head/000022/000780.jpg 0.0,0.0 0.7881915,0.09422502
[60] Total Num: 1855, avg: 32.799677363383715rec_022/head/000000/000780.jpg 0.0,0.0 0.70909226,0.17757675
[60] Total Num: 1856, avg: 32.80445514366707rec_022/head/000002/000780.jpg 0.0,0.0 0.84186906,0.14440222
[60] Total Num: 1857, avg: 32.813050415243424rec_022/head/000687/000780.jpg 0.0,0.0 0.7838599,0.19509639
[60] Total Num: 1858, avg: 32.82014351316449rec_022/head/000022/000781.jpg 0.0,0.0 0.80634284,0.0911327
[60] Total Num: 1859, avg: 32.82746329248832rec_022/head/000001/000781.jpg 0.0,0.0 0.8016814,0.123827845
[60] Total Num: 1860, avg: 32.834736753888436rec_022/head/000000/000781.jpg 0.0,0.0 0.76985925,0.17251296
[60] Total Num: 1861, avg: 32.84126307304288rec_022/head/000002/000781.jpg 0.0,0.0 0.86616886,0.13603231
[60] Total Num: 1862, avg: 32.850519304142146rec_022/head/000687/000781.jpg 0.0,0.0 0.7881282,0.18069689
[60] Total Num: 1863, avg: 32.85761879857462rec_022/head/000022/000782.jpg 0.0,0.0 0.7835105,0.09285003
[60] Total Num: 1864, avg: 32.86420754554413rec_022/head/000001/000782.jpg 0.0,0.0 0.80286515,0.1303483
[60] Total Num: 1865, avg: 32.87150197496259rec_022/head/000000/000782.jpg 0.0,0.0 0.8019508,0.17769618
[60] Total Num: 1866, avg: 32.87897432862524rec_022/head/000002/000782.jpg 0.0,0.0 0.86334306,0.13889213
[60] Total Num: 1867, avg: 32.88811043420708rec_022/head/000687/000782.jpg 0.0,0.0 0.82510245,0.18470553
[60] Total Num: 1868, avg: 32.89629056453685rec_022/head/000022/000783.jpg 0.0,0.0 0.7857223,0.10434008
[60] Total Num: 1869, avg: 32.902942701963866rec_022/head/000001/000783.jpg 0.0,0.0 0.8337633,0.14700478
[60] Total Num: 1870, avg: 32.911192238220956rec_022/head/000000/000783.jpg 0.0,0.0 0.8055362,0.19204916
[60] Total Num: 1871, avg: 32.91880636197935rec_022/head/000002/000783.jpg 0.0,0.0 0.86098915,0.15056531
[60] Total Num: 1872, avg: 32.927869870334945rec_022/head/000687/000783.jpg 0.0,0.0 0.84265524,0.20141743
[60] Total Num: 1873, avg: 32.93661376529589rec_022/head/000022/000784.jpg 0.0,0.0 0.7847984,0.11730544
[60] Total Num: 1874, avg: 32.94324231918018rec_022/head/000001/000784.jpg 0.0,0.0 0.7985132,0.15896367
[60] Total Num: 1875, avg: 32.95044644778404rec_022/head/000000/000784.jpg 0.0,0.0 0.8182776,0.21296377
[60] Total Num: 1876, avg: 32.95851343519055rec_022/head/000002/000784.jpg 0.0,0.0 0.8588252,0.16377233
[60] Total Num: 1877, avg: 32.96752083946459rec_022/head/000687/000784.jpg 0.0,0.0 0.8395483,0.22047324
[60] Total Num: 1878, avg: 32.97623624803403rec_022/head/000022/000785.jpg 0.0,0.0 0.7711702,0.13051929
[60] Total Num: 1879, avg: 32.98246708059661rec_022/head/000001/000785.jpg 0.0,0.0 0.8338543,0.18310295
[60] Total Num: 1880, avg: 32.990795373033954rec_022/head/000000/000785.jpg 0.0,0.0 0.81863165,0.23676398
[60] Total Num: 1881, avg: 32.99897785180782rec_022/head/000002/000785.jpg 0.0,0.0 0.85004693,0.17937197
[60] Total Num: 1882, avg: 33.00774920282232rec_022/head/000687/000785.jpg 0.0,0.0 0.8499672,0.24660543
[60] Total Num: 1883, avg: 33.016882194731565rec_022/head/000022/000786.jpg 0.0,0.0 0.77102536,0.14590411
[60] Total Num: 1884, avg: 33.023136267154655rec_022/head/000001/000786.jpg 0.0,0.0 0.80192363,0.19897851
[60] Total Num: 1885, avg: 33.03056735078036rec_022/head/000000/000786.jpg 0.0,0.0 0.7894715,0.2598748
[60] Total Num: 1886, avg: 33.038033355944805rec_022/head/000002/000786.jpg 0.0,0.0 0.84706855,0.19886501
[60] Total Num: 1887, avg: 33.04676985807967rec_022/head/000687/000786.jpg 0.0,0.0 0.7998125,0.26771924
[60] Total Num: 1888, avg: 33.05457190591416rec_022/head/000022/000787.jpg 0.0,0.0 0.77425724,0.15845457
[60] Total Num: 1889, avg: 33.06094370701074rec_022/head/000001/000787.jpg 0.0,0.0 0.78935814,0.21573764
[60] Total Num: 1890, avg: 33.06807019825612rec_022/head/000000/000787.jpg 0.0,0.0 0.7776024,0.28264317
[60] Total Num: 1891, avg: 33.07534124218558rec_022/head/000002/000787.jpg 0.0,0.0 0.8304126,0.21095766
[60] Total Num: 1892, avg: 33.08361503920357rec_022/head/000687/000787.jpg 0.0,0.0 0.8073428,0.29662886
[60] Total Num: 1893, avg: 33.091815287693166rec_022/head/000022/000788.jpg 0.0,0.0 0.76503825,0.16791013
[60] Total Num: 1894, avg: 33.09792651570241rec_022/head/000001/000788.jpg 0.0,0.0 0.7676177,0.23129386
[60] Total Num: 1895, avg: 33.104492496722074rec_022/head/000000/000788.jpg 0.0,0.0 0.7448251,0.30315274
[60] Total Num: 1896, avg: 33.11099749483411rec_022/head/000002/000788.jpg 0.0,0.0 0.82904494,0.22809854
[60] Total Num: 1897, avg: 33.119292323141934rec_022/head/000687/000788.jpg 0.0,0.0 0.77413946,0.321008
[60] Total Num: 1898, avg: 33.12674981727373rec_022/head/000022/000789.jpg 0.0,0.0 0.77519023,0.17939135
[60] Total Num: 1899, avg: 33.133184322785205rec_022/head/000001/000789.jpg 0.0,0.0 0.73988354,0.24102974
[60] Total Num: 1900, avg: 33.13899654384297rec_022/head/000000/000789.jpg 0.0,0.0 0.6739662,0.30557573
[60] Total Num: 1901, avg: 33.143567056332984rec_022/head/000002/000789.jpg 0.0,0.0 0.80085844,0.2341919
[60] Total Num: 1902, avg: 33.15105383762493rec_022/head/000687/000789.jpg 0.0,0.0 0.70579267,0.32631516
[60] Total Num: 1903, avg: 33.156685607661586rec_022/head/000022/000790.jpg 0.0,0.0 0.785565,0.18612583
[60] Total Num: 1904, avg: 33.16342604051681rec_022/head/000001/000790.jpg 0.0,0.0 0.7118831,0.24665591
[60] Total Num: 1905, avg: 33.16846299682308rec_022/head/000000/000790.jpg 0.0,0.0 0.6459496,0.31625515
[60] Total Num: 1906, avg: 33.17237792375559rec_022/head/000002/000790.jpg 0.0,0.0 0.8113847,0.24756448
[60] Total Num: 1907, avg: 33.18021898253152rec_022/head/000687/000790.jpg 0.0,0.0 0.679499,0.33838478
[60] Total Num: 1908, avg: 33.18525878909149rec_022/head/000022/000791.jpg 0.0,0.0 0.7652888,0.18386453
[60] Total Num: 1909, avg: 33.19136616458054rec_022/head/000000/000791.jpg 0.0,0.0 0.6134887,0.31996924
[60] Total Num: 1910, avg: 33.19445499959223rec_022/head/000001/000791.jpg 0.0,0.0 0.67517716,0.24786921
[60] Total Num: 1911, avg: 33.19844661444416rec_022/head/000002/000791.jpg 0.0,0.0 0.7875177,0.24783507
[60] Total Num: 1912, avg: 33.205580943046066rec_022/head/000687/000791.jpg 0.0,0.0 0.6514636,0.34219477
[60] Total Num: 1913, avg: 33.20991059901233rec_022/head/000022/000792.jpg 0.0,0.0 0.767923,0.18677592
[60] Total Num: 1914, avg: 33.21608164436054rec_022/head/000001/000792.jpg 0.0,0.0 0.6426477,0.24526627
[60] Total Num: 1915, avg: 33.21913006536481rec_022/head/000000/000792.jpg 0.0,0.0 0.5905268,0.32299164
[60] Total Num: 1916, avg: 33.22164064310964rec_022/head/000002/000792.jpg 0.0,0.0 0.75870675,0.24715462
[60] Total Num: 1917, avg: 33.22792958187544rec_022/head/000687/000792.jpg 0.0,0.0 0.5955104,0.3368382
[60] Total Num: 1918, avg: 33.23073909166417rec_022/head/000022/000793.jpg 0.0,0.0 0.73179394,0.18521777
[60] Total Num: 1919, avg: 33.23583435093459rec_022/head/000000/000793.jpg 0.0,0.0 0.53574705,0.32084477
[60] Total Num: 1920, avg: 33.236916185795444rec_022/head/000001/000793.jpg 0.0,0.0 0.6013962,0.24166137
[60] Total Num: 1921, avg: 33.23877820251041rec_022/head/000002/000793.jpg 0.0,0.0 0.7147799,0.24454953
[60] Total Num: 1922, avg: 33.24379505668292rec_022/head/000687/000793.jpg 0.0,0.0 0.5479858,0.33549938
[60] Total Num: 1923, avg: 33.245381474904974rec_022/head/000022/000794.jpg 0.0,0.0 0.7394887,0.18645692
[60] Total Num: 1924, avg: 33.250683914189764rec_022/head/000001/000794.jpg 0.0,0.0 0.58143425,0.24298929
[60] Total Num: 1925, avg: 33.25200505983878rec_022/head/000000/000794.jpg 0.0,0.0 0.47600177,0.30552045
[60] Total Num: 1926, avg: 33.251376067468556rec_022/head/000002/000794.jpg 0.0,0.0 0.69961923,0.24417646
[60] Total Num: 1927, avg: 33.25594950253127rec_022/head/000687/000794.jpg 0.0,0.0 0.47843435,0.31954363
[60] Total Num: 1928, avg: 33.2555912225897rec_022/head/000022/000795.jpg 0.0,0.0 0.69733196,0.17647347
[60] Total Num: 1929, avg: 33.25960852129481rec_022/head/000001/000795.jpg 0.0,0.0 0.54299,0.24080703
[60] Total Num: 1930, avg: 33.25986293352824rec_022/head/000000/000795.jpg 0.0,0.0 0.4073687,0.2875687
[60] Total Num: 1931, avg: 33.25729527392053rec_022/head/000002/000795.jpg 0.0,0.0 0.6902245,0.24670583
[60] Total Num: 1932, avg: 33.26161533532702rec_022/head/000687/000795.jpg 0.0,0.0 0.42675138,0.31372228
[60] Total Num: 1933, avg: 33.25993637985768rec_022/head/000022/000796.jpg 0.0,0.0 0.67509156,0.17310567
