name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[40] Total Num: 2711, avg: 35.731237819086346rec_023/head/000603/000081.jpg 0.0,0.0 0.24021497,-0.14314936
[40] Total Num: 2712, avg: 35.7239553516674rec_023/head/000604/000081.jpg 0.0,0.0 0.28610426,-0.13319685
[40] Total Num: 2713, avg: 35.71743626965828rec_023/head/000002/000082.jpg 0.0,0.0 0.058237832,-0.12882514
[40] Total Num: 2714, avg: 35.70725907089371rec_023/head/000000/000082.jpg 0.0,0.0 0.23025058,-0.15979883
[40] Total Num: 2715, avg: 35.70000476776867rec_023/head/000001/000082.jpg 0.0,0.0 0.13041194,-0.15405697
[40] Total Num: 2716, avg: 35.69111140065563rec_023/head/000603/000082.jpg 0.0,0.0 0.20327948,-0.16027306
[40] Total Num: 2717, avg: 35.68341955529312rec_023/head/000604/000082.jpg 0.0,0.0 0.2591786,-0.1535343
[40] Total Num: 2718, avg: 35.67662259520434rec_023/head/000002/000083.jpg 0.0,0.0 0.017499993,-0.1458639
[40] Total Num: 2719, avg: 35.66659695082408rec_023/head/000000/000083.jpg 0.0,0.0 0.1935707,-0.17686085
[40] Total Num: 2720, avg: 35.658991609896596rec_023/head/000001/000083.jpg 0.0,0.0 0.09129762,-0.17363344
[40] Total Num: 2721, avg: 35.65001278597747rec_023/head/000603/000083.jpg 0.0,0.0 0.16813108,-0.17873493
[40] Total Num: 2722, avg: 35.64206797883756rec_023/head/000604/000083.jpg 0.0,0.0 0.22682166,-0.17043537
[40] Total Num: 2723, avg: 35.63492995654048rec_023/head/000002/000084.jpg 0.0,0.0 -0.025748676,-0.15739913
[40] Total Num: 2724, avg: 35.62520244708194rec_023/head/000001/000084.jpg 0.0,0.0 0.048769098,-0.18105188
[40] Total Num: 2725, avg: 35.61606999754379rec_023/head/000000/000084.jpg 0.0,0.0 0.15543333,-0.18837304
[40] Total Num: 2726, avg: 35.608125416175085rec_023/head/000603/000084.jpg 0.0,0.0 0.13063581,-0.18896432
[40] Total Num: 2727, avg: 35.59988510073022rec_023/head/000604/000084.jpg 0.0,0.0 0.19493115,-0.18146822
[40] Total Num: 2728, avg: 35.59241231998808rec_023/head/000002/000085.jpg 0.0,0.0 -0.063777946,-0.15738785
[40] Total Num: 2729, avg: 35.58293332852478rec_023/head/000000/000085.jpg 0.0,0.0 0.11730447,-0.18572839
[40] Total Num: 2730, avg: 35.57450203673661rec_023/head/000001/000085.jpg 0.0,0.0 0.00998401,-0.18311825
[40] Total Num: 2731, avg: 35.565323277758964rec_023/head/000603/000085.jpg 0.0,0.0 0.092329994,-0.19057067
[40] Total Num: 2732, avg: 35.55674113292777rec_023/head/000604/000085.jpg 0.0,0.0 0.15870456,-0.17908292
[40] Total Num: 2733, avg: 35.54873562393304rec_023/head/000002/000086.jpg 0.0,0.0 -0.09365037,-0.14987163
[40] Total Num: 2734, avg: 35.53943285017802rec_023/head/000000/000086.jpg 0.0,0.0 0.08328729,-0.17786519
[40] Total Num: 2735, avg: 35.53054902279202rec_023/head/000001/000086.jpg 0.0,0.0 -0.020972667,-0.17396033
[40] Total Num: 2736, avg: 35.52123180426014rec_023/head/000603/000086.jpg 0.0,0.0 0.055875827,-0.17847429
[40] Total Num: 2737, avg: 35.51216674551214rec_023/head/000604/000086.jpg 0.0,0.0 0.1244896,-0.16943076
[40] Total Num: 2738, avg: 35.50358891614279rec_023/head/000002/000087.jpg 0.0,0.0 -0.117090285,-0.13823652
[40] Total Num: 2739, avg: 35.49441124118471rec_023/head/000000/000087.jpg 0.0,0.0 0.054300938,-0.16048898
[40] Total Num: 2740, avg: 35.484998364108876rec_023/head/000001/000087.jpg 0.0,0.0 -0.046776034,-0.1587584
[40] Total Num: 2741, avg: 35.47551080761074rec_023/head/000603/000087.jpg 0.0,0.0 0.029057398,-0.16618568
[40] Total Num: 2742, avg: 35.466097736193014rec_023/head/000604/000087.jpg 0.0,0.0 0.09419017,-0.15178147
[40] Total Num: 2743, avg: 35.45689533314902rec_023/head/000002/000088.jpg 0.0,0.0 -0.13075733,-0.114167824
[40] Total Num: 2744, avg: 35.44759376764889rec_023/head/000000/000088.jpg 0.0,0.0 0.036481295,-0.13863745
[40] Total Num: 2745, avg: 35.43767189179581rec_023/head/000001/000088.jpg 0.0,0.0 -0.06354222,-0.13472128
[40] Total Num: 2746, avg: 35.42787294236958rec_023/head/000603/000088.jpg 0.0,0.0 0.009439811,-0.13992935
[40] Total Num: 2747, avg: 35.41790118865095rec_023/head/000604/000088.jpg 0.0,0.0 0.07513712,-0.12972882
[40] Total Num: 2748, avg: 35.40813614356665rec_023/head/000002/000089.jpg 0.0,0.0 -0.13062358,-0.094882615
[40] Total Num: 2749, avg: 35.39861741194527rec_023/head/000001/000089.jpg 0.0,0.0 -0.06486599,-0.11503364
[40] Total Num: 2750, avg: 35.388495207760386rec_023/head/000000/000089.jpg 0.0,0.0 0.033529777,-0.11730962
[40] Total Num: 2751, avg: 35.378171979386444rec_023/head/000603/000089.jpg 0.0,0.0 0.007381232,-0.12054858
[40] Total Num: 2752, avg: 35.36783100037514rec_023/head/000604/000089.jpg 0.0,0.0 0.07221355,-0.110658064
[40] Total Num: 2753, avg: 35.3577323444913rec_023/head/000002/000090.jpg 0.0,0.0 -0.11326909,-0.08730324
[40] Total Num: 2754, avg: 35.34786653944641rec_023/head/000000/000090.jpg 0.0,0.0 0.050214954,-0.10965976
[40] Total Num: 2755, avg: 35.33754355637913rec_023/head/000001/000090.jpg 0.0,0.0 -0.04934517,-0.10728435
[40] Total Num: 2756, avg: 35.32717568874602rec_023/head/000603/000090.jpg 0.0,0.0 0.023736754,-0.11213448
[40] Total Num: 2757, avg: 35.31674385460203rec_023/head/000604/000090.jpg 0.0,0.0 0.08777618,-0.10058999
[40] Total Num: 2758, avg: 35.30671006919554rec_023/head/000002/000091.jpg 0.0,0.0 -0.0876426,-0.08271483
[40] Total Num: 2759, avg: 35.29641427664272rec_023/head/000000/000091.jpg 0.0,0.0 0.07970633,-0.10433551
[40] Total Num: 2760, avg: 35.28634954226011rec_023/head/000001/000091.jpg 0.0,0.0 -0.021211497,-0.10429181
[40] Total Num: 2761, avg: 35.275777658749206rec_023/head/000603/000091.jpg 0.0,0.0 0.055224985,-0.10780526
[40] Total Num: 2762, avg: 35.26551751977867rec_023/head/000604/000091.jpg 0.0,0.0 0.11767411,-0.097912826
[40] Total Num: 2763, avg: 35.25592546069406rec_023/head/000002/000092.jpg 0.0,0.0 -0.059188843,-0.07646103
[40] Total Num: 2764, avg: 35.24517371397848rec_023/head/000001/000092.jpg 0.0,0.0 0.011321551,-0.09744702
[40] Total Num: 2765, avg: 35.23445963324865rec_023/head/000000/000092.jpg 0.0,0.0 0.11742605,-0.10019554
[40] Total Num: 2766, avg: 35.22491564352879rec_023/head/000603/000092.jpg 0.0,0.0 0.08931925,-0.09921123
[40] Total Num: 2767, avg: 35.214947494959986rec_023/head/000604/000092.jpg 0.0,0.0 0.1535925,-0.092594706
[40] Total Num: 2768, avg: 35.205933743028844rec_023/head/000002/000093.jpg 0.0,0.0 -0.036966417,-0.06065067
[40] Total Num: 2769, avg: 35.19468889364879rec_023/head/000000/000093.jpg 0.0,0.0 0.14087282,-0.08300227
[40] Total Num: 2770, avg: 35.185362383801866rec_023/head/000001/000093.jpg 0.0,0.0 0.034503598,-0.08381492
[40] Total Num: 2771, avg: 35.174538490533855rec_023/head/000603/000093.jpg 0.0,0.0 0.11590569,-0.08465146
[40] Total Num: 2772, avg: 35.164813575834806rec_023/head/000604/000093.jpg 0.0,0.0 0.17519122,-0.07569278
[40] Total Num: 2773, avg: 35.15607246807375rec_023/head/000002/000094.jpg 0.0,0.0 -0.024981266,-0.03807109
[40] Total Num: 2774, avg: 35.14433949158143rec_023/head/000000/000094.jpg 0.0,0.0 0.15064117,-0.05711761
[40] Total Num: 2775, avg: 35.13499965892007rec_023/head/000001/000094.jpg 0.0,0.0 0.04667591,-0.058628295
[40] Total Num: 2776, avg: 35.12388934137396rec_023/head/000603/000094.jpg 0.0,0.0 0.12750538,-0.059209492
[40] Total Num: 2777, avg: 35.114140333612674rec_023/head/000604/000094.jpg 0.0,0.0 0.18782815,-0.050992407
[40] Total Num: 2778, avg: 35.10551277712856rec_023/head/000002/000095.jpg 0.0,0.0 -0.023665734,-0.007918384
[40] Total Num: 2779, avg: 35.09339485991243rec_023/head/000000/000095.jpg 0.0,0.0 0.15383033,-0.02516736
[40] Total Num: 2780, avg: 35.083983598412026rec_023/head/000001/000095.jpg 0.0,0.0 0.04737157,-0.027522378
[40] Total Num: 2781, avg: 35.07249663267452rec_023/head/000603/000095.jpg 0.0,0.0 0.12556148,-0.02552766
[40] Total Num: 2782, avg: 35.06252828452079rec_023/head/000604/000095.jpg 0.0,0.0 0.18885352,-0.020627722
[40] Total Num: 2783, avg: 35.05384038355041rec_023/head/000002/000096.jpg 0.0,0.0 -0.033942312,0.0194865
[40] Total Num: 2784, avg: 35.04205464743151rec_023/head/000000/000096.jpg 0.0,0.0 0.13968223,0.0025684428
[40] Total Num: 2785, avg: 35.032346385709786rec_023/head/000001/000096.jpg 0.0,0.0 0.036825668,0.00030298
[40] Total Num: 2786, avg: 35.02052932911407rec_023/head/000603/000096.jpg 0.0,0.0 0.115490094,0.0024001438
[40] Total Num: 2787, avg: 35.01033843875246rec_023/head/000604/000096.jpg 0.0,0.0 0.17319158,0.008810865
[40] Total Num: 2788, avg: 35.00134472009981rec_023/head/000002/000097.jpg 0.0,0.0 -0.054924663,0.032520387
[40] Total Num: 2789, avg: 34.99010606066884rec_023/head/000000/000097.jpg 0.0,0.0 0.11672112,0.016997188
[40] Total Num: 2790, avg: 34.97998697079101rec_023/head/000001/000097.jpg 0.0,0.0 0.013084508,0.014107741
[40] Total Num: 2791, avg: 34.96784882998471rec_023/head/000603/000097.jpg 0.0,0.0 0.09260947,0.016487604
[40] Total Num: 2792, avg: 34.9572548048074rec_023/head/000604/000097.jpg 0.0,0.0 0.15225655,0.022073226
[40] Total Num: 2793, avg: 34.94789458259261rec_023/head/000002/000098.jpg 0.0,0.0 -0.08171848,0.029912138
[40] Total Num: 2794, avg: 34.93717066803686rec_023/head/000000/000098.jpg 0.0,0.0 0.08587562,0.013513869
[40] Total Num: 2795, avg: 34.92645279427737rec_023/head/000001/000098.jpg 0.0,0.0 -0.014569969,0.0109393
[40] Total Num: 2796, avg: 34.91433456740637rec_023/head/000603/000098.jpg 0.0,0.0 0.06096967,0.013257979
[40] Total Num: 2797, avg: 34.903129886400464rec_023/head/000604/000098.jpg 0.0,0.0 0.12229964,0.017993629
[40] Total Num: 2798, avg: 34.89318677855086rec_023/head/000002/000099.jpg 0.0,0.0 -0.111107916,0.018704647
[40] Total Num: 2799, avg: 34.88302673562525rec_023/head/000001/000099.jpg 0.0,0.0 -0.045788437,-0.0011319119
[40] Total Num: 2800, avg: 34.87150575650141rec_023/head/000000/000099.jpg 0.0,0.0 0.053253148,0.00048953143
[40] Total Num: 2801, avg: 34.860145457881735rec_023/head/000603/000099.jpg 0.0,0.0 0.027091408,-0.00048442784
[40] Total Num: 2802, avg: 34.84825835078211rec_023/head/000604/000099.jpg 0.0,0.0 0.0881792,0.0049689515
[40] Total Num: 2803, avg: 34.837631176969985rec_023/head/000002/000100.jpg 0.0,0.0 -0.14397192,0.0045814114
[40] Total Num: 2804, avg: 34.82815025622114rec_023/head/000000/000100.jpg 0.0,0.0 0.013250586,-0.013656297
[40] Total Num: 2805, avg: 34.81612247332724rec_023/head/000001/000100.jpg 0.0,0.0 -0.0843099,-0.01549328
[40] Total Num: 2806, avg: 34.805465016390784rec_023/head/000603/000100.jpg 0.0,0.0 -0.0138388155,-0.014874036
[40] Total Num: 2807, avg: 34.7934801749803rec_023/head/000604/000100.jpg 0.0,0.0 0.050188765,-0.009116951
[40] Total Num: 2808, avg: 34.78213015524849rec_023/head/000000/000101.jpg 0.0,0.0 -0.027218498,-0.023694355
[40] Total Num: 2809, avg: 34.7704838008752rec_023/head/000002/000101.jpg 0.0,0.0 -0.17744882,-0.005771677
[40] Total Num: 2810, avg: 34.7617300305435rec_023/head/000001/000101.jpg 0.0,0.0 -0.12122689,-0.024408435
[40] Total Num: 2811, avg: 34.751883988016054rec_023/head/000603/000101.jpg 0.0,0.0 -0.054166242,-0.024000121
[40] Total Num: 2812, avg: 34.740732615499375rec_023/head/000604/000101.jpg 0.0,0.0 0.011360494,-0.020175464
[40] Total Num: 2813, avg: 34.728854149550294rec_023/head/000000/000102.jpg 0.0,0.0 -0.06683405,-0.027071547
[40] Total Num: 2814, avg: 34.71798074290926rec_023/head/000001/000102.jpg 0.0,0.0 -0.15864706,-0.026664425
[40] Total Num: 2815, avg: 34.708921508839516rec_023/head/000002/000102.jpg 0.0,0.0 -0.2139466,-0.007532809
[40] Total Num: 2816, avg: 34.700951620688606rec_023/head/000603/000102.jpg 0.0,0.0 -0.09370527,-0.026768534
[40] Total Num: 2817, avg: 34.6906151347987rec_023/head/000604/000102.jpg 0.0,0.0 -0.026106717,-0.02187251
[40] Total Num: 2818, avg: 34.678997210728156rec_023/head/000000/000103.jpg 0.0,0.0 -0.095605224,-0.016778164
[40] Total Num: 2819, avg: 34.66866810065234rec_023/head/000001/000103.jpg 0.0,0.0 -0.19184904,-0.017079484
[40] Total Num: 2820, avg: 34.66028739580652rec_023/head/000002/000103.jpg 0.0,0.0 -0.23926593,0.00046171702
[40] Total Num: 2821, avg: 34.6528604784797rec_023/head/000603/000103.jpg 0.0,0.0 -0.12444666,-0.01819514
[40] Total Num: 2822, avg: 34.643134336285904rec_023/head/000604/000103.jpg 0.0,0.0 -0.054028813,-0.01477333
[40] Total Num: 2823, avg: 34.631999379935664rec_023/head/000000/000104.jpg 0.0,0.0 -0.115668245,0.0039797095
[40] Total Num: 2824, avg: 34.6220840847946rec_023/head/000002/000104.jpg 0.0,0.0 -0.25627413,0.021527
[40] Total Num: 2825, avg: 34.61504405584397rec_023/head/000001/000104.jpg 0.0,0.0 -0.20905206,0.0033585317
[40] Total Num: 2826, avg: 34.607034246718406rec_023/head/000603/000104.jpg 0.0,0.0 -0.14322661,0.0035869912
[40] Total Num: 2827, avg: 34.597696362430774rec_023/head/000604/000104.jpg 0.0,0.0 -0.073043585,0.0048241806
[40] Total Num: 2828, avg: 34.586945476347665rec_023/head/000000/000105.jpg 0.0,0.0 -0.12107611,0.028302083
[40] Total Num: 2829, avg: 34.577237561235236rec_023/head/000002/000105.jpg 0.0,0.0 -0.26633057,0.046207022
[40] Total Num: 2830, avg: 34.57049019794619rec_023/head/000001/000105.jpg 0.0,0.0 -0.21463992,0.028728556
[40] Total Num: 2831, avg: 34.56266097022232rec_023/head/000603/000105.jpg 0.0,0.0 -0.14738287,0.027920736
[40] Total Num: 2832, avg: 34.553491079808715rec_023/head/000604/000105.jpg 0.0,0.0 -0.07983129,0.030018836
[40] Total Num: 2833, avg: 34.5430189829066rec_023/head/000000/000106.jpg 0.0,0.0 -0.115396276,0.04671155
[40] Total Num: 2834, avg: 34.533346300529196rec_023/head/000001/000106.jpg 0.0,0.0 -0.20312744,0.047597244
[40] Total Num: 2835, avg: 34.52538014512786rec_023/head/000002/000106.jpg 0.0,0.0 -0.2585872,0.0654485
[40] Total Num: 2836, avg: 34.518591518748806rec_023/head/000603/000106.jpg 0.0,0.0 -0.14276867,0.047922164
[40] Total Num: 2837, avg: 34.50946462491741rec_023/head/000604/000106.jpg 0.0,0.0 -0.07392652,0.046774264
[40] Total Num: 2838, avg: 34.499070521202526rec_023/head/000000/000107.jpg 0.0,0.0 -0.097840235,0.054011226
[40] Total Num: 2839, avg: 34.48917331147577rec_023/head/000002/000107.jpg 0.0,0.0 -0.23854232,0.07074249
[40] Total Num: 2840, avg: 34.48204502665838rec_023/head/000001/000107.jpg 0.0,0.0 -0.19130109,0.055236995
[40] Total Num: 2841, avg: 34.47392151317701rec_023/head/000603/000107.jpg 0.0,0.0 -0.12644799,0.05500021
[40] Total Num: 2842, avg: 34.46457011839543rec_023/head/000604/000107.jpg 0.0,0.0 -0.059289224,0.054042526
[40] Total Num: 2843, avg: 34.454063848250286rec_023/head/000001/000108.jpg 0.0,0.0 -0.15946062,0.050409935
[40] Total Num: 2844, avg: 34.44531712608269rec_023/head/000000/000108.jpg 0.0,0.0 -0.07573991,0.05222322
[40] Total Num: 2845, avg: 34.43506201436136rec_023/head/000002/000108.jpg 0.0,0.0 -0.2178414,0.06935561
[40] Total Num: 2846, avg: 34.42756168916053rec_023/head/000603/000108.jpg 0.0,0.0 -0.10345087,0.05338797
[40] Total Num: 2847, avg: 34.41781107394753rec_023/head/000604/000108.jpg 0.0,0.0 -0.03789291,0.053629637
[40] Total Num: 2848, avg: 34.407047017526864rec_023/head/000000/000109.jpg 0.0,0.0 -0.046464592,0.044569854
[40] Total Num: 2849, avg: 34.39626474517949rec_023/head/000001/000109.jpg 0.0,0.0 -0.13278516,0.043315142
[40] Total Num: 2850, avg: 34.38700300916599rec_023/head/000002/000109.jpg 0.0,0.0 -0.18247406,0.059714187
[40] Total Num: 2851, avg: 34.378798046451834rec_023/head/000603/000109.jpg 0.0,0.0 -0.07358664,0.044964857
[40] Total Num: 2852, avg: 34.36847581967619rec_023/head/000604/000109.jpg 0.0,0.0 -0.01008567,0.044813745
[40] Total Num: 2853, avg: 34.35735186016022rec_023/head/000001/000110.jpg 0.0,0.0 -0.09738001,0.03340543
[40] Total Num: 2854, avg: 34.34737999287784rec_023/head/000000/000110.jpg 0.0,0.0 -0.014424718,0.037570685
[40] Total Num: 2855, avg: 34.33615701456046rec_023/head/000002/000110.jpg 0.0,0.0 -0.15149757,0.051997464
[40] Total Num: 2856, avg: 34.327346562267444rec_023/head/000603/000110.jpg 0.0,0.0 -0.041489396,0.037052862
[40] Total Num: 2857, avg: 34.31644680713949rec_023/head/000604/000110.jpg 0.0,0.0 0.020567724,0.038563732
[40] Total Num: 2858, avg: 34.3053157962239rec_023/head/000001/000111.jpg 0.0,0.0 -0.078550264,0.035544746
[40] Total Num: 2859, avg: 34.295044287896445rec_023/head/000000/000111.jpg 0.0,0.0 0.011528981,0.037629128
[40] Total Num: 2860, avg: 34.28384142900546rec_023/head/000002/000111.jpg 0.0,0.0 -0.12673572,0.050931733
[40] Total Num: 2861, avg: 34.27459259798915rec_023/head/000603/000111.jpg 0.0,0.0 -0.014777126,0.03819001
[40] Total Num: 2862, avg: 34.26343660632812rec_023/head/000604/000111.jpg 0.0,0.0 0.0467877,0.04021677
[40] Total Num: 2863, avg: 34.252703449923814rec_023/head/000001/000112.jpg 0.0,0.0 -0.06252345,0.04338518
[40] Total Num: 2864, avg: 34.24226583605779rec_023/head/000000/000112.jpg 0.0,0.0 0.028703926,0.045065895
[40] Total Num: 2865, avg: 34.231382343695486rec_023/head/000002/000112.jpg 0.0,0.0 -0.114424266,0.06002863
[40] Total Num: 2866, avg: 34.22202036303281rec_023/head/000604/000112.jpg 0.0,0.0 0.06549992,0.047950935
[40] Total Num: 2867, avg: 34.21170569835977rec_023/head/000603/000112.jpg 0.0,0.0 0.003216914,0.046909567
[40] Total Num: 2868, avg: 34.200716271016184rec_023/head/000001/000113.jpg 0.0,0.0 -0.06535514,0.06009501
[40] Total Num: 2869, avg: 34.190567998438596rec_023/head/000000/000113.jpg 0.0,0.0 0.029787324,0.06448288
[40] Total Num: 2870, avg: 34.18007276556424rec_023/head/000002/000113.jpg 0.0,0.0 -0.12133332,0.0796955
[40] Total Num: 2871, avg: 34.17106237244349rec_023/head/000603/000113.jpg 0.0,0.0 0.0029239822,0.06476035
[40] Total Num: 2872, avg: 34.1604576396839rec_023/head/000604/000113.jpg 0.0,0.0 0.06816788,0.0663928
[40] Total Num: 2873, avg: 34.15046445577177rec_023/head/000001/000114.jpg 0.0,0.0 -0.08635617,0.080870464
[40] Total Num: 2874, avg: 34.14093915924142rec_023/head/000000/000114.jpg 0.0,0.0 0.013924157,0.08532112
[40] Total Num: 2875, avg: 34.130786851721524rec_023/head/000002/000114.jpg 0.0,0.0 -0.14145684,0.100391924
[40] Total Num: 2876, avg: 34.122371219670455rec_023/head/000603/000114.jpg 0.0,0.0 -0.012523674,0.08586994
[40] Total Num: 2877, avg: 34.11223897666366rec_023/head/000604/000114.jpg 0.0,0.0 0.05535417,0.086252205
[40] Total Num: 2878, avg: 34.10242580476625rec_023/head/000000/000115.jpg 0.0,0.0 -0.019293372,0.09975118
[40] Total Num: 2879, avg: 34.09260241781118rec_023/head/000001/000115.jpg 0.0,0.0 -0.11726909,0.09530353
[40] Total Num: 2880, avg: 34.083768237865876rec_023/head/000002/000115.jpg 0.0,0.0 -0.17604536,0.11672289
[40] Total Num: 2881, avg: 34.076131791966866rec_023/head/000603/000115.jpg 0.0,0.0 -0.04627763,0.10057924
[40] Total Num: 2882, avg: 34.06650843929715rec_023/head/000604/000115.jpg 0.0,0.0 0.024908576,0.097858846
[40] Total Num: 2883, avg: 34.056698730276956rec_023/head/000000/000116.jpg 0.0,0.0 -0.058384128,0.1012849
[40] Total Num: 2884, avg: 34.047211470003916rec_023/head/000001/000116.jpg 0.0,0.0 -0.15400286,0.09946101
[40] Total Num: 2885, avg: 34.03904664771474rec_023/head/000002/000116.jpg 0.0,0.0 -0.21038644,0.11948782
[40] Total Num: 2886, avg: 34.0320468570461rec_023/head/000603/000116.jpg 0.0,0.0 -0.08493287,0.10182796
[40] Total Num: 2887, avg: 34.02288853643397rec_023/head/000604/000116.jpg 0.0,0.0 -0.014914631,0.10100101
[40] Total Num: 2888, avg: 34.01313319878385rec_023/head/000000/000117.jpg 0.0,0.0 -0.101403505,0.09643935
[40] Total Num: 2889, avg: 34.00413295789105rec_023/head/000001/000117.jpg 0.0,0.0 -0.19014692,0.09451952
[40] Total Num: 2890, avg: 33.9965716011455rec_023/head/000002/000117.jpg 0.0,0.0 -0.24558443,0.113856316
[40] Total Num: 2891, avg: 33.990167340854526rec_023/head/000604/000117.jpg 0.0,0.0 -0.058102358,0.09441986
[40] Total Num: 2892, avg: 33.980609706035rec_023/head/000603/000117.jpg 0.0,0.0 -0.12981783,0.0972119
[40] Total Num: 2893, avg: 33.97207265233732rec_023/head/000001/000118.jpg 0.0,0.0 -0.2324157,0.08988055
[40] Total Num: 2894, avg: 33.965261543643855rec_023/head/000000/000118.jpg 0.0,0.0 -0.14893961,0.09014293
[40] Total Num: 2895, avg: 33.956971278870476rec_023/head/000002/000118.jpg 0.0,0.0 -0.27483973,0.10501928
[40] Total Num: 2896, avg: 33.951057406483606rec_023/head/000603/000118.jpg 0.0,0.0 -0.17600296,0.09104915
[40] Total Num: 2897, avg: 33.943252850795695rec_023/head/000604/000118.jpg 0.0,0.0 -0.1031293,0.08633512
[40] Total Num: 2898, avg: 33.934197368467956rec_023/head/000001/000119.jpg 0.0,0.0 -0.2516037,0.07823824
[40] Total Num: 2899, avg: 33.92769457650298rec_023/head/000000/000119.jpg 0.0,0.0 -0.17216471,0.07472212
[40] Total Num: 2900, avg: 33.91970050055416rec_023/head/000002/000119.jpg 0.0,0.0 -0.28795508,0.09178484
[40] Total Num: 2901, avg: 33.913969561165786rec_023/head/000603/000119.jpg 0.0,0.0 -0.20264763,0.07733529
[40] Total Num: 2902, avg: 33.90656183973243rec_023/head/000604/000119.jpg 0.0,0.0 -0.13854039,0.07442523
[40] Total Num: 2903, avg: 33.89798369306804rec_023/head/000001/000120.jpg 0.0,0.0 -0.29374015,0.0755692
[40] Total Num: 2904, avg: 33.8922896506375rec_023/head/000000/000120.jpg 0.0,0.0 -0.21923107,0.07285978
[40] Total Num: 2905, avg: 33.885175593232354rec_023/head/000002/000120.jpg 0.0,0.0 -0.33403286,0.089700304
[40] Total Num: 2906, avg: 33.88032581756734rec_023/head/000603/000120.jpg 0.0,0.0 -0.24726076,0.07324436
[40] Total Num: 2907, avg: 33.87374960974855rec_023/head/000604/000120.jpg 0.0,0.0 -0.17912535,0.069639064
[40] Total Num: 2908, avg: 33.86588508040183rec_023/head/000001/000121.jpg 0.0,0.0 -0.32218665,0.06955555
[40] Total Num: 2909, avg: 33.86073027432252rec_023/head/000000/000121.jpg 0.0,0.0 -0.2398825,0.06433147
[40] Total Num: 2910, avg: 33.853981129884374rec_023/head/000002/000121.jpg 0.0,0.0 -0.3564526,0.08212266
[40] Total Num: 2911, avg: 33.84954336934rec_023/head/000604/000121.jpg 0.0,0.0 -0.20928903,0.063581094
[40] Total Num: 2912, avg: 33.842220299068956rec_023/head/000603/000121.jpg 0.0,0.0 -0.27136564,0.0662014
[40] Total Num: 2913, avg: 33.836092861960076rec_023/head/000001/000122.jpg 0.0,0.0 -0.32383242,0.06474573
[40] Total Num: 2914, avg: 33.830970192467475rec_023/head/000000/000122.jpg 0.0,0.0 -0.24723263,0.059543952
[40] Total Num: 2915, avg: 33.82435999720166rec_023/head/000002/000122.jpg 0.0,0.0 -0.35395527,0.07623103
[40] Total Num: 2916, avg: 33.81986802393117rec_023/head/000604/000122.jpg 0.0,0.0 -0.20808567,0.056100637
[40] Total Num: 2917, avg: 33.81250504871136rec_023/head/000603/000122.jpg 0.0,0.0 -0.27997503,0.061491482
[40] Total Num: 2918, avg: 33.806542505318895rec_023/head/000001/000123.jpg 0.0,0.0 -0.3364402,0.07245528
[40] Total Num: 2919, avg: 33.80171050326229rec_023/head/000000/000123.jpg 0.0,0.0 -0.2637825,0.06819868
[40] Total Num: 2920, avg: 33.795476758315644rec_023/head/000002/000123.jpg 0.0,0.0 -0.37563357,0.08591832
[40] Total Num: 2921, avg: 33.79145637729815rec_023/head/000603/000123.jpg 0.0,0.0 -0.2910507,0.06926016
[40] Total Num: 2922, avg: 33.78575382020526rec_023/head/000604/000123.jpg 0.0,0.0 -0.22387943,0.06554278
[40] Total Num: 2923, avg: 33.77876481837321rec_023/head/000001/000124.jpg 0.0,0.0 -0.32066956,0.07928294
[40] Total Num: 2924, avg: 33.77367885562713rec_023/head/000000/000124.jpg 0.0,0.0 -0.24258704,0.074369356
[40] Total Num: 2925, avg: 33.767098244511985rec_023/head/000002/000124.jpg 0.0,0.0 -0.3591867,0.09311536
[40] Total Num: 2926, avg: 33.76281389789676rec_023/head/000603/000124.jpg 0.0,0.0 -0.2713528,0.07557781
[40] Total Num: 2927, avg: 33.75678793065885rec_023/head/000604/000124.jpg 0.0,0.0 -0.20497985,0.070193864
[40] Total Num: 2928, avg: 33.749495605544766rec_023/head/000001/000125.jpg 0.0,0.0 -0.3027073,0.08554117
[40] Total Num: 2929, avg: 33.74411938686289rec_023/head/000000/000125.jpg 0.0,0.0 -0.2235605,0.08126934
[40] Total Num: 2930, avg: 33.737249674995795rec_023/head/000002/000125.jpg 0.0,0.0 -0.3455844,0.100731686
[40] Total Num: 2931, avg: 33.73276479719047rec_023/head/000603/000125.jpg 0.0,0.0 -0.25424162,0.08288723
[40] Total Num: 2932, avg: 33.72647996152761rec_023/head/000604/000125.jpg 0.0,0.0 -0.18726937,0.07812263
[40] Total Num: 2933, avg: 33.71894139058742rec_023/head/000000/000126.jpg 0.0,0.0 -0.19850026,0.07904985
[40] Total Num: 2934, avg: 33.711617572249736rec_023/head/000001/000126.jpg 0.0,0.0 -0.284568,0.084917426
[40] Total Num: 2935, avg: 33.70592233886966rec_023/head/000002/000126.jpg 0.0,0.0 -0.32867453,0.10036878
[40] Total Num: 2936, avg: 33.701138186308306rec_023/head/000603/000126.jpg 0.0,0.0 -0.23142041,0.08210901
[40] Total Num: 2937, avg: 33.69444905653149rec_023/head/000604/000126.jpg 0.0,0.0 -0.1708396,0.07885148
[40] Total Num: 2938, avg: 33.68664681645987rec_023/head/000001/000127.jpg 0.0,0.0 -0.2679761,0.07281497
