name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[30] Total Num: 1570, avg: 27.92728146942928rec_022/head/000001/000722.jpg 0.0,0.0 1.1272135,-0.35207763
[30] Total Num: 1571, avg: 27.95167111941373rec_022/head/000002/000722.jpg 0.0,0.0 0.9991589,-0.24735343
[30] Total Num: 1572, avg: 27.9710164177916rec_022/head/000585/000722.jpg 0.0,0.0 1.207135,-0.5801015
[30] Total Num: 1573, avg: 27.999446773494377rec_022/head/000001/000723.jpg 0.0,0.0 1.08314,-0.34597546
[30] Total Num: 1574, avg: 28.02222066205605rec_022/head/000002/000723.jpg 0.0,0.0 1.0204118,-0.24952905
[30] Total Num: 1575, avg: 28.042237020937378rec_022/head/000585/000723.jpg 0.0,0.0 1.139942,-0.55486345
[30] Total Num: 1576, avg: 28.06835695646698rec_022/head/000001/000724.jpg 0.0,0.0 1.0765043,-0.3445487
[30] Total Num: 1577, avg: 28.090811359572555rec_022/head/000002/000724.jpg 0.0,0.0 1.0222883,-0.2474273
[30] Total Num: 1578, avg: 28.110800137690426rec_022/head/000585/000724.jpg 0.0,0.0 1.1220386,-0.5410964
[30] Total Num: 1579, avg: 28.13616952046446rec_022/head/000022/000725.jpg 0.0,0.0 0.89579004,-0.21637818
[30] Total Num: 1580, avg: 28.151517897622714rec_022/head/000001/000725.jpg 0.0,0.0 1.0880033,-0.33378375
[30] Total Num: 1581, avg: 28.17418192721303rec_022/head/000002/000725.jpg 0.0,0.0 1.0314225,-0.24046534
[30] Total Num: 1582, avg: 28.19434866521076rec_022/head/000585/000725.jpg 0.0,0.0 1.185069,-0.53222334
[30] Total Num: 1583, avg: 28.22144213529704rec_022/head/000022/000726.jpg 0.0,0.0 0.9064168,-0.19765879
[30] Total Num: 1584, avg: 28.23696042839073rec_022/head/000001/000726.jpg 0.0,0.0 1.109701,-0.302346
[30] Total Num: 1585, avg: 28.26006979973344rec_022/head/000002/000726.jpg 0.0,0.0 1.0491488,-0.21673778
[30] Total Num: 1586, avg: 28.280636787804873rec_022/head/000000/000726.jpg 0.0,0.0 1.2697299,-0.3333466
[30] Total Num: 1587, avg: 28.309273406622978rec_022/head/000585/000726.jpg 0.0,0.0 1.118087,-0.46843576
[30] Total Num: 1588, avg: 28.333655349247945rec_022/head/000022/000727.jpg 0.0,0.0 0.90604323,-0.16575919
[30] Total Num: 1589, avg: 28.348879858611216rec_022/head/000001/000727.jpg 0.0,0.0 1.0647334,-0.24671918
[30] Total Num: 1590, avg: 28.370020104323334rec_022/head/000002/000727.jpg 0.0,0.0 1.0440412,-0.1759297
[30] Total Num: 1591, avg: 28.390109446029765rec_022/head/000585/000727.jpg 0.0,0.0 1.0626998,-0.372821
[30] Total Num: 1592, avg: 28.41188556018781rec_022/head/000022/000728.jpg 0.0,0.0 0.8803179,-0.13295604
[30] Total Num: 1593, avg: 28.42597415243313rec_022/head/000001/000728.jpg 0.0,0.0 1.07931,-0.2059629
[30] Total Num: 1594, avg: 28.447341926747217rec_022/head/000002/000728.jpg 0.0,0.0 1.0779073,-0.13948067
[30] Total Num: 1595, avg: 28.468414432438717rec_022/head/000000/000728.jpg 0.0,0.0 1.1742823,-0.20658706
[30] Total Num: 1596, avg: 28.493052373047792rec_022/head/000687/000728.jpg 0.0,0.0 1.2283974,-0.21465142
[30] Total Num: 1597, avg: 28.519575188336034rec_022/head/000585/000728.jpg 0.0,0.0 1.0648215,-0.30625886
[30] Total Num: 1598, avg: 28.540824996945222rec_022/head/000022/000729.jpg 0.0,0.0 0.8400515,-0.11218068
[30] Total Num: 1599, avg: 28.5532781239202rec_022/head/000001/000729.jpg 0.0,0.0 1.0458238,-0.17583887
[30] Total Num: 1600, avg: 28.573202127430065rec_022/head/000002/000729.jpg 0.0,0.0 1.1004066,-0.11865221
[30] Total Num: 1601, avg: 28.594863648913694rec_022/head/000585/000729.jpg 0.0,0.0 0.9964007,-0.26581982
[30] Total Num: 1602, avg: 28.61345774740791rec_022/head/000022/000730.jpg 0.0,0.0 0.84662956,-0.11090692
[30] Total Num: 1603, avg: 28.626062520140916rec_022/head/000001/000730.jpg 0.0,0.0 1.0359567,-0.17833503
[30] Total Num: 1604, avg: 28.645555503411163rec_022/head/000000/000730.jpg 0.0,0.0 1.0798473,-0.17785875
[30] Total Num: 1605, avg: 28.666556916113485rec_022/head/000002/000730.jpg 0.0,0.0 1.0681139,-0.113952205
[30] Total Num: 1606, avg: 28.68694045543465rec_022/head/000585/000730.jpg 0.0,0.0 0.9194764,-0.26578954
[30] Total Num: 1607, avg: 28.70281704551785rec_022/head/000022/000731.jpg 0.0,0.0 0.8544759,-0.118110895
[30] Total Num: 1608, avg: 28.71562901999671rec_022/head/000001/000731.jpg 0.0,0.0 1.0294857,-0.19350572
[30] Total Num: 1609, avg: 28.734839914484258rec_022/head/000000/000731.jpg 0.0,0.0 1.0335726,-0.19588114
[30] Total Num: 1610, avg: 28.75417841551275rec_022/head/000002/000731.jpg 0.0,0.0 1.0101736,-0.11865277
[30] Total Num: 1611, avg: 28.77241371575496rec_022/head/000585/000731.jpg 0.0,0.0 0.8094997,-0.28387734
[30] Total Num: 1612, avg: 28.78466922032528rec_022/head/000022/000732.jpg 0.0,0.0 0.8439987,-0.1326249
[30] Total Num: 1613, avg: 28.797080097698572rec_022/head/000001/000732.jpg 0.0,0.0 0.9825052,-0.22245908
[30] Total Num: 1614, avg: 28.81469664266913rec_022/head/000000/000732.jpg 0.0,0.0 0.9629804,-0.2307383
[30] Total Num: 1615, avg: 28.831668616731466rec_022/head/000002/000732.jpg 0.0,0.0 1.0178996,-0.13813585
[30] Total Num: 1616, avg: 28.850125224312908rec_022/head/000687/000732.jpg 0.0,0.0 0.9930823,-0.23854989
[30] Total Num: 1617, avg: 28.86812200908072rec_022/head/000585/000732.jpg 0.0,0.0 0.7706675,-0.34831166
[30] Total Num: 1618, avg: 28.87969626119062rec_022/head/000022/000733.jpg 0.0,0.0 0.87403816,-0.16877893
[30] Total Num: 1619, avg: 28.893208862629262rec_022/head/000001/000733.jpg 0.0,0.0 0.95634496,-0.27869928
[30] Total Num: 1620, avg: 28.91015125515734rec_022/head/000000/000733.jpg 0.0,0.0 0.9058352,-0.29512942
[30] Total Num: 1621, avg: 28.925517035838805rec_022/head/000002/000733.jpg 0.0,0.0 1.0334207,-0.18307865
[30] Total Num: 1622, avg: 28.944539242809103rec_022/head/000687/000733.jpg 0.0,0.0 1.0043055,-0.32052863
[30] Total Num: 1623, avg: 28.963291872436834rec_022/head/000585/000733.jpg 0.0,0.0 0.7433671,-0.47978336
[30] Total Num: 1624, avg: 28.975769051717986rec_022/head/000022/000734.jpg 0.0,0.0 0.936071,-0.23048443
[30] Total Num: 1625, avg: 28.991624462165685rec_022/head/000001/000734.jpg 0.0,0.0 1.0256889,-0.38611278
[30] Total Num: 1626, avg: 29.0114897445022rec_022/head/000000/000734.jpg 0.0,0.0 0.96065915,-0.42937025
[30] Total Num: 1627, avg: 29.02967733569396rec_022/head/000002/000734.jpg 0.0,0.0 1.1072612,-0.2632736
[30] Total Num: 1628, avg: 29.051418359378644rec_022/head/000585/000734.jpg 0.0,0.0 0.77326965,-0.6796901
[30] Total Num: 1629, avg: 29.06807151029422rec_022/head/000022/000735.jpg 0.0,0.0 0.97445863,-0.2941366
[30] Total Num: 1630, avg: 29.085506215987774rec_022/head/000001/000735.jpg 0.0,0.0 1.1223439,-0.4957027
[30] Total Num: 1631, avg: 29.109108314138073rec_022/head/000000/000735.jpg 0.0,0.0 1.1447244,-0.58715534
[30] Total Num: 1632, avg: 29.13408708828326rec_022/head/000002/000735.jpg 0.0,0.0 1.2100847,-0.3522954
[30] Total Num: 1633, avg: 29.159512940499162rec_022/head/000585/000735.jpg 0.0,0.0 0.8960641,-0.87864083
[30] Total Num: 1634, avg: 29.182367973953045rec_022/head/000022/000736.jpg 0.0,0.0 1.0156702,-0.3508731
[30] Total Num: 1635, avg: 29.20142113139364rec_022/head/000001/000736.jpg 0.0,0.0 1.1984166,-0.5829129
[30] Total Num: 1636, avg: 29.227775384957713rec_022/head/000000/000736.jpg 0.0,0.0 1.2970601,-0.6940576
[30] Total Num: 1637, avg: 29.257573353015317rec_022/head/000002/000736.jpg 0.0,0.0 1.2831749,-0.4261612
[30] Total Num: 1638, avg: 29.28551791308511rec_022/head/000585/000736.jpg 0.0,0.0 1.1235244,-1.0152705
[30] Total Num: 1639, avg: 29.31451683735736rec_022/head/000022/000737.jpg 0.0,0.0 1.0532761,-0.39246547
[30] Total Num: 1640, avg: 29.33493426139008rec_022/head/000001/000737.jpg 0.0,0.0 1.2533978,-0.61936814
[30] Total Num: 1641, avg: 29.36293149044519rec_022/head/000000/000737.jpg 0.0,0.0 1.2703195,-0.7139192
[30] Total Num: 1642, avg: 29.391987939586407rec_022/head/000002/000737.jpg 0.0,0.0 1.2987705,-0.46467885
[30] Total Num: 1643, avg: 29.420417668713238rec_022/head/000585/000737.jpg 0.0,0.0 1.2081093,-1.0146827
[30] Total Num: 1644, avg: 29.450700504312753rec_022/head/000022/000738.jpg 0.0,0.0 1.0581673,-0.41071832
[30] Total Num: 1645, avg: 29.471263523570716rec_022/head/000001/000738.jpg 0.0,0.0 1.2744418,-0.6175628
[30] Total Num: 1646, avg: 29.49966853203207rec_022/head/000000/000738.jpg 0.0,0.0 1.2921771,-0.7017389
[30] Total Num: 1647, avg: 29.529040327040107rec_022/head/000002/000738.jpg 0.0,0.0 1.3026974,-0.47940516
[30] Total Num: 1648, avg: 29.55748521847169rec_022/head/000687/000738.jpg 0.0,0.0 1.3996665,-0.712065
[30] Total Num: 1649, avg: 29.589647462872836rec_022/head/000585/000738.jpg 0.0,0.0 1.2910147,-0.96952665
[30] Total Num: 1650, avg: 29.620813041426775rec_022/head/000022/000739.jpg 0.0,0.0 1.0626341,-0.41258052
[30] Total Num: 1651, avg: 29.641351049848613rec_022/head/000001/000739.jpg 0.0,0.0 1.2322924,-0.5911012
[30] Total Num: 1652, avg: 29.668199114548234rec_022/head/000000/000739.jpg 0.0,0.0 1.3209517,-0.67255247
[30] Total Num: 1653, avg: 29.697951046009017rec_022/head/000002/000739.jpg 0.0,0.0 1.2764441,-0.4709734
[30] Total Num: 1654, avg: 29.72535066381507rec_022/head/000687/000739.jpg 0.0,0.0 1.3869884,-0.6801988
[30] Total Num: 1655, avg: 29.75683428772526rec_022/head/000585/000739.jpg 0.0,0.0 1.2676613,-0.89451915
[30] Total Num: 1656, avg: 29.78671041068341rec_022/head/000022/000740.jpg 0.0,0.0 1.0742149,-0.41846722
[30] Total Num: 1657, avg: 29.807475676069426rec_022/head/000001/000740.jpg 0.0,0.0 1.2572587,-0.5871155
[30] Total Num: 1658, avg: 29.83480594975138rec_022/head/000002/000740.jpg 0.0,0.0 1.2684864,-0.47251773
[30] Total Num: 1659, avg: 29.861805422306986rec_022/head/000585/000740.jpg 0.0,0.0 1.2854527,-0.86410683
[30] Total Num: 1660, avg: 29.891689004987356rec_022/head/000022/000741.jpg 0.0,0.0 1.04732,-0.4302568
[30] Total Num: 1661, avg: 29.911608505613632rec_022/head/000001/000741.jpg 0.0,0.0 1.1995846,-0.5985616
[30] Total Num: 1662, avg: 29.93727034177569rec_022/head/000000/000741.jpg 0.0,0.0 1.2714571,-0.67812485
[30] Total Num: 1663, avg: 29.965404175182524rec_022/head/000002/000741.jpg 0.0,0.0 1.2275172,-0.48945785
[30] Total Num: 1664, avg: 29.991097433362146rec_022/head/000687/000741.jpg 0.0,0.0 1.3351272,-0.68826616
[30] Total Num: 1665, avg: 30.02089889111831rec_022/head/000585/000741.jpg 0.0,0.0 1.2501911,-0.8842652
[30] Total Num: 1666, avg: 30.049984418102373rec_022/head/000022/000742.jpg 0.0,0.0 1.035812,-0.4592161
[30] Total Num: 1667, avg: 30.069633913738468rec_022/head/000001/000742.jpg 0.0,0.0 1.1595346,-0.6445293
[30] Total Num: 1668, avg: 30.09439031328996rec_022/head/000000/000742.jpg 0.0,0.0 1.2548977,-0.7378988
[30] Total Num: 1669, avg: 30.122321269686232rec_022/head/000002/000742.jpg 0.0,0.0 1.210839,-0.5287693
[30] Total Num: 1670, avg: 30.14757390387361rec_022/head/000585/000742.jpg 0.0,0.0 1.2034404,-0.960593
[30] Total Num: 1671, avg: 30.17628474803388rec_022/head/000022/000743.jpg 0.0,0.0 1.0806828,-0.5043472
[30] Total Num: 1672, avg: 30.197508362891917rec_022/head/000001/000743.jpg 0.0,0.0 1.209499,-0.72216666
[30] Total Num: 1673, avg: 30.22405992085921rec_022/head/000000/000743.jpg 0.0,0.0 1.2665484,-0.81881577
[30] Total Num: 1674, avg: 30.25271448405147rec_022/head/000002/000743.jpg 0.0,0.0 1.2562889,-0.5831816
[30] Total Num: 1675, avg: 30.279450582794993rec_022/head/000687/000743.jpg 0.0,0.0 1.3349912,-0.83491665
[30] Total Num: 1676, avg: 30.30970013342234rec_022/head/000585/000743.jpg 0.0,0.0 1.1273417,-1.0546386
[30] Total Num: 1677, avg: 30.338003512321606rec_022/head/000022/000744.jpg 0.0,0.0 1.1049075,-0.53852737
[30] Total Num: 1678, avg: 30.360040877713953rec_022/head/000001/000744.jpg 0.0,0.0 1.1713678,-0.7751008
[30] Total Num: 1679, avg: 30.3859555328902rec_022/head/000000/000744.jpg 0.0,0.0 1.2592634,-0.89708614
[30] Total Num: 1680, avg: 30.414877713452157rec_022/head/000002/000744.jpg 0.0,0.0 1.2422864,-0.6245422
[30] Total Num: 1681, avg: 30.44129793509956rec_022/head/000687/000744.jpg 0.0,0.0 1.3344923,-0.91577125
[30] Total Num: 1682, avg: 30.471832702676465rec_022/head/000585/000744.jpg 0.0,0.0 1.0197963,-1.1430099
[30] Total Num: 1683, avg: 30.49974943788532rec_022/head/000022/000745.jpg 0.0,0.0 1.0870836,-0.5539679
[30] Total Num: 1684, avg: 30.521247145823672rec_022/head/000001/000745.jpg 0.0,0.0 1.1553775,-0.81995463
[30] Total Num: 1685, avg: 30.547061093651728rec_022/head/000000/000745.jpg 0.0,0.0 1.194376,-0.9515689
[30] Total Num: 1686, avg: 30.575017189729074rec_022/head/000002/000745.jpg 0.0,0.0 1.27846,-0.65947527
[30] Total Num: 1687, avg: 30.602438476632457rec_022/head/000687/000745.jpg 0.0,0.0 1.2942393,-0.9706134
[30] Total Num: 1688, avg: 30.632371143638796rec_022/head/000585/000745.jpg 0.0,0.0 0.7960742,-1.1816102
[30] Total Num: 1689, avg: 30.658407622058533rec_022/head/000022/000746.jpg 0.0,0.0 1.1195188,-0.5724556
[30] Total Num: 1690, avg: 30.680795967505272rec_022/head/000001/000746.jpg 0.0,0.0 1.1551406,-0.8558556
[30] Total Num: 1691, avg: 30.706797899979144rec_022/head/000000/000746.jpg 0.0,0.0 1.2134509,-1.0036519
[30] Total Num: 1692, avg: 30.735439770362373rec_022/head/000002/000746.jpg 0.0,0.0 1.2829521,-0.67940146
[30] Total Num: 1693, avg: 30.76290915892172rec_022/head/000585/000746.jpg 0.0,0.0 0.6604579,-1.227162
[30] Total Num: 1694, avg: 30.788769247003998rec_022/head/000687/000746.jpg 0.0,0.0 1.3008459,-1.0232592
[30] Total Num: 1695, avg: 30.818994012248506rec_022/head/000022/000747.jpg 0.0,0.0 1.1661372,-0.5926098
[30] Total Num: 1696, avg: 30.842649731027304rec_022/head/000001/000747.jpg 0.0,0.0 1.134828,-0.885397
[30] Total Num: 1697, avg: 30.86837372954692rec_022/head/000002/000747.jpg 0.0,0.0 1.3298719,-0.706203
[30] Total Num: 1698, avg: 30.897038311447208rec_022/head/000687/000747.jpg 0.0,0.0 1.3530812,-1.0769477
[30] Total Num: 1699, avg: 30.928366320851197rec_022/head/000585/000747.jpg 0.0,0.0 0.59095836,-1.2917426
[30] Total Num: 1700, avg: 30.955336425242468rec_022/head/000022/000748.jpg 0.0,0.0 1.154977,-0.60074663
[30] Total Num: 1701, avg: 30.978605450801666rec_022/head/000001/000748.jpg 0.0,0.0 1.0873512,-0.89544
[30] Total Num: 1702, avg: 31.003357160874444rec_022/head/000000/000748.jpg 0.0,0.0 1.0764031,-1.0572207
[30] Total Num: 1703, avg: 31.03008406731927rec_022/head/000002/000748.jpg 0.0,0.0 1.3084031,-0.7197887
[30] Total Num: 1704, avg: 31.05809013000112rec_022/head/000687/000748.jpg 0.0,0.0 1.2273475,-1.0931699
[30] Total Num: 1705, avg: 31.08743756603744rec_022/head/000585/000748.jpg 0.0,0.0 0.3048486,-1.1885628
[30] Total Num: 1706, avg: 31.1097531162311rec_022/head/000022/000749.jpg 0.0,0.0 1.1401306,-0.60656977
[30] Total Num: 1707, avg: 31.132500857269896rec_022/head/000001/000749.jpg 0.0,0.0 1.0596044,-0.91242635
[30] Total Num: 1708, avg: 31.156769545508823rec_022/head/000000/000749.jpg 0.0,0.0 0.96407056,-1.0593344
[30] Total Num: 1709, avg: 31.18171872120271rec_022/head/000002/000749.jpg 0.0,0.0 1.2637523,-0.7277977
[30] Total Num: 1710, avg: 31.20848843324109rec_022/head/000687/000749.jpg 0.0,0.0 1.1326691,-1.1062411
[30] Total Num: 1711, avg: 31.236445485175885rec_022/head/000585/000749.jpg 0.0,0.0 0.24654198,-1.2225275
[30] Total Num: 1712, avg: 31.259481115507693rec_022/head/000022/000750.jpg 0.0,0.0 1.1000617,-0.607059
[30] Total Num: 1713, avg: 31.281004889947933rec_022/head/000001/000750.jpg 0.0,0.0 0.9988863,-0.919109
[30] Total Num: 1714, avg: 31.30408234536935rec_022/head/000000/000750.jpg 0.0,0.0 0.82892287,-1.0493425
[30] Total Num: 1715, avg: 31.32683880035648rec_022/head/000002/000750.jpg 0.0,0.0 1.2510968,-0.738999
[30] Total Num: 1716, avg: 31.35320284968368rec_022/head/000585/000750.jpg 0.0,0.0 0.13007306,-1.1827298
[30] Total Num: 1717, avg: 31.37452489247106rec_022/head/000687/000750.jpg 0.0,0.0 1.012968,-1.1158565
[30] Total Num: 1718, avg: 31.40082021617909rec_022/head/000022/000751.jpg 0.0,0.0 1.0948663,-0.63470864
[30] Total Num: 1719, avg: 31.422314818024017rec_022/head/000001/000751.jpg 0.0,0.0 0.89192724,-0.943743
[30] Total Num: 1720, avg: 31.443802344900305rec_022/head/000000/000751.jpg 0.0,0.0 0.7559249,-1.111354
[30] Total Num: 1721, avg: 31.466888775531743rec_022/head/000002/000751.jpg 0.0,0.0 1.2237586,-0.7782142
[30] Total Num: 1722, avg: 31.492739887872645rec_022/head/000585/000751.jpg 0.0,0.0 -0.065744095,-1.1938181
[30] Total Num: 1723, avg: 31.51418910068831rec_022/head/000687/000751.jpg 0.0,0.0 0.82997996,-1.1520578
[30] Total Num: 1724, avg: 31.538875057465226rec_022/head/000022/000752.jpg 0.0,0.0 1.1131554,-0.68357676
[30] Total Num: 1725, avg: 31.561152227119713rec_022/head/000001/000752.jpg 0.0,0.0 0.81628054,-1.0107985
[30] Total Num: 1726, avg: 31.582648994014004rec_022/head/000000/000752.jpg 0.0,0.0 0.5792579,-1.1811564
[30] Total Num: 1727, avg: 31.605742236528016rec_022/head/000002/000752.jpg 0.0,0.0 1.2098545,-0.8467524
[30] Total Num: 1728, avg: 31.631705939905093rec_022/head/000585/000752.jpg 0.0,0.0 -0.26597565,-1.1507374
[30] Total Num: 1729, avg: 31.652063055155583rec_022/head/000022/000753.jpg 0.0,0.0 1.1038804,-0.7317696
[30] Total Num: 1730, avg: 31.674480202307624rec_022/head/000001/000753.jpg 0.0,0.0 0.79541206,-1.1102643
[30] Total Num: 1731, avg: 31.697704003475337rec_022/head/000000/000753.jpg 0.0,0.0 0.38452572,-1.250021
[30] Total Num: 1732, avg: 31.721553837507162rec_022/head/000002/000753.jpg 0.0,0.0 1.237411,-0.9250436
[30] Total Num: 1733, avg: 31.74862864882264rec_022/head/000687/000753.jpg 0.0,0.0 0.54563916,-1.346535
[30] Total Num: 1734, avg: 31.775902612120515rec_022/head/000585/000753.jpg 0.0,0.0 -0.40498692,-1.0876199
[30] Total Num: 1735, avg: 31.794891662850578rec_022/head/000022/000754.jpg 0.0,0.0 1.0452387,-0.75124025
[30] Total Num: 1736, avg: 31.816029508037552rec_022/head/000001/000754.jpg 0.0,0.0 0.55515623,-1.0745972
[30] Total Num: 1737, avg: 31.835786978975452rec_022/head/000000/000754.jpg 0.0,0.0 0.1348004,-1.172598
[30] Total Num: 1738, avg: 31.856251657237546rec_022/head/000002/000754.jpg 0.0,0.0 1.0999339,-0.94657385
[30] Total Num: 1739, avg: 31.88084516413627rec_022/head/000687/000754.jpg 0.0,0.0 0.15053937,-1.2647623
[30] Total Num: 1740, avg: 31.904287302539103rec_022/head/000022/000755.jpg 0.0,0.0 1.0027789,-0.7666566
[30] Total Num: 1741, avg: 31.924562581477716rec_022/head/000001/000755.jpg 0.0,0.0 0.41670993,-1.0804384
[30] Total Num: 1742, avg: 31.943257865099845rec_022/head/000000/000755.jpg 0.0,0.0 -0.037578736,-1.1230763
[30] Total Num: 1743, avg: 31.96186010262298rec_022/head/000002/000755.jpg 0.0,0.0 0.991114,-0.9680292
[30] Total Num: 1744, avg: 31.984765220665803rec_022/head/000687/000755.jpg 0.0,0.0 -0.08012789,-1.2146997
[30] Total Num: 1745, avg: 32.006358781653425rec_022/head/000022/000756.jpg 0.0,0.0 0.96205586,-0.7840004
[30] Total Num: 1746, avg: 32.02589370085099rec_022/head/000000/000756.jpg 0.0,0.0 -0.16720831,-1.0683806
[30] Total Num: 1747, avg: 32.04285188364527rec_022/head/000001/000756.jpg 0.0,0.0 0.25852177,-1.0632585
[30] Total Num: 1748, avg: 32.05997483581091rec_022/head/000002/000756.jpg 0.0,0.0 0.8536694,-0.9781592
[30] Total Num: 1749, avg: 32.080788824584594rec_022/head/000687/000756.jpg 0.0,0.0 -0.23912841,-1.1387725
[30] Total Num: 1750, avg: 32.10016913657841rec_022/head/000022/000757.jpg 0.0,0.0 0.96788996,-0.8233861
[30] Total Num: 1751, avg: 32.1202883728786rec_022/head/000001/000757.jpg 0.0,0.0 0.124665335,-0.9958249
[30] Total Num: 1752, avg: 32.1346856006603rec_022/head/000000/000757.jpg 0.0,0.0 -0.2726276,-1.0233572
[30] Total Num: 1753, avg: 32.15053311707724rec_022/head/000002/000757.jpg 0.0,0.0 0.7113235,-0.979858
[30] Total Num: 1754, avg: 32.16928252156942rec_022/head/000687/000757.jpg 0.0,0.0 -0.34131554,-1.0729414
[30] Total Num: 1755, avg: 32.1869961132978rec_022/head/000000/000758.jpg 0.0,0.0 -0.34414417,-0.95598096
[30] Total Num: 1756, avg: 32.201190784159365rec_022/head/000022/000758.jpg 0.0,0.0 0.8045477,-0.79265845
[30] Total Num: 1757, avg: 32.217508872169574rec_022/head/000002/000758.jpg 0.0,0.0 0.61352026,-0.99158764
[30] Total Num: 1758, avg: 32.23525443111175rec_022/head/000001/000758.jpg 0.0,0.0 0.018373955,-0.92717385
[30] Total Num: 1759, avg: 32.24713342443997rec_022/head/000687/000758.jpg 0.0,0.0 -0.42497656,-1.0208925
[30] Total Num: 1760, avg: 32.26379288686792rec_022/head/000022/000759.jpg 0.0,0.0 0.7466484,-0.79653686
[30] Total Num: 1761, avg: 32.27904570507162rec_022/head/000001/000759.jpg 0.0,0.0 -0.06729262,-0.87071574
[30] Total Num: 1762, avg: 32.28910157945675rec_022/head/000002/000759.jpg 0.0,0.0 0.4720488,-0.96635556
[30] Total Num: 1763, avg: 32.304588288870654rec_022/head/000000/000759.jpg 0.0,0.0 -0.37957236,-0.8629589
[30] Total Num: 1764, avg: 32.31623494711372rec_022/head/000687/000759.jpg 0.0,0.0 -0.48820823,-0.9491077
[30] Total Num: 1765, avg: 32.331378575720976rec_022/head/000022/000760.jpg 0.0,0.0 0.764959,-0.8354059
[30] Total Num: 1766, avg: 32.34764307443917rec_022/head/000001/000760.jpg 0.0,0.0 -0.14272507,-0.8550244
[30] Total Num: 1767, avg: 32.357346719123974rec_022/head/000002/000760.jpg 0.0,0.0 0.35835248,-0.9309691
[30] Total Num: 1768, avg: 32.3707217446571rec_022/head/000000/000760.jpg 0.0,0.0 -0.48031598,-0.872341
[30] Total Num: 1769, avg: 32.383644213615895rec_022/head/000687/000760.jpg 0.0,0.0 -0.5763285,-0.9258702
[30] Total Num: 1770, avg: 32.39909558200322rec_022/head/000022/000761.jpg 0.0,0.0 0.752006,-0.8553894
[30] Total Num: 1771, avg: 32.41545838066926rec_022/head/000001/000761.jpg 0.0,0.0 -0.20482418,-0.8654014
[30] Total Num: 1772, avg: 32.425718372269024rec_022/head/000002/000761.jpg 0.0,0.0 0.3037441,-0.9389845
[30] Total Num: 1773, avg: 32.438843649189074rec_022/head/000000/000761.jpg 0.0,0.0 -0.5013238,-0.8242557
[30] Total Num: 1774, avg: 32.45068703964863rec_022/head/000687/000761.jpg 0.0,0.0 -0.69718486,-0.9420555
[30] Total Num: 1775, avg: 32.46801018154154rec_022/head/000022/000762.jpg 0.0,0.0 0.68008685,-0.82863
[30] Total Num: 1776, avg: 32.48255362848385rec_022/head/000001/000762.jpg 0.0,0.0 -0.21492068,-0.79350424
[30] Total Num: 1777, avg: 32.49058111874555rec_022/head/000002/000762.jpg 0.0,0.0 0.31165802,-1.004362
[30] Total Num: 1778, avg: 32.50565081531009rec_022/head/000000/000762.jpg 0.0,0.0 -0.41645247,-0.6921191
[30] Total Num: 1779, avg: 32.51281107253743rec_022/head/000687/000762.jpg 0.0,0.0 -0.5320519,-0.7829839
[30] Total Num: 1780, avg: 32.523955763649155rec_022/head/000022/000763.jpg 0.0,0.0 0.65728927,-0.80696815
[30] Total Num: 1781, avg: 32.53758575650595rec_022/head/000001/000763.jpg 0.0,0.0 -0.24107502,-0.80219173
[30] Total Num: 1782, avg: 32.54600655870187rec_022/head/000002/000763.jpg 0.0,0.0 0.24378514,-0.90265304
[30] Total Num: 1783, avg: 32.55750253365985rec_022/head/000000/000763.jpg 0.0,0.0 -0.3766023,-0.6152014
[30] Total Num: 1784, avg: 32.56200304918982rec_022/head/000687/000763.jpg 0.0,0.0 -0.53825194,-0.75379133
[30] Total Num: 1785, avg: 32.572468991094325rec_022/head/000022/000764.jpg 0.0,0.0 0.64300823,-0.76614016
[30] Total Num: 1786, avg: 32.58490442408276rec_022/head/000001/000764.jpg 0.0,0.0 -0.23248915,-0.7509982
[30] Total Num: 1787, avg: 32.59165930425999rec_022/head/000000/000764.jpg 0.0,0.0 -0.43081832,-0.64305055
[30] Total Num: 1788, avg: 32.597677625885304rec_022/head/000002/000764.jpg 0.0,0.0 0.2584618,-0.89977634
[30] Total Num: 1789, avg: 32.60910931870662rec_022/head/000687/000764.jpg 0.0,0.0 -0.533205,-0.7161522
[30] Total Num: 1790, avg: 32.61853824423044rec_022/head/000022/000765.jpg 0.0,0.0 0.7158971,-0.7556058
[30] Total Num: 1791, avg: 32.631978390208594rec_022/head/000000/000765.jpg 0.0,0.0 -0.4608871,-0.635087
[30] Total Num: 1792, avg: 32.63824458528786rec_022/head/000002/000765.jpg 0.0,0.0 0.28243148,-0.8761868
[30] Total Num: 1793, avg: 32.6490810396064rec_022/head/000001/000765.jpg 0.0,0.0 -0.22186749,-0.70008856
[30] Total Num: 1794, avg: 32.65415490379845rec_022/head/000687/000765.jpg 0.0,0.0 -0.5621486,-0.7005253
[30] Total Num: 1795, avg: 32.663648438998116rec_022/head/000022/000766.jpg 0.0,0.0 0.7443606,-0.7073066
[30] Total Num: 1796, avg: 32.67664627822014rec_022/head/000001/000766.jpg 0.0,0.0 -0.22022127,-0.67756546
[30] Total Num: 1797, avg: 32.68100576515281rec_022/head/000000/000766.jpg 0.0,0.0 -0.5469051,-0.6624293
