name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[50] Total Num: 1764, avg: 32.4135293206839rec_022/head/000687/000759.jpg 0.0,0.0 -0.48820823,-0.9491077
[50] Total Num: 1765, avg: 32.42861782500018rec_022/head/000022/000760.jpg 0.0,0.0 0.764959,-0.8354059
[50] Total Num: 1766, avg: 32.444827261855814rec_022/head/000001/000760.jpg 0.0,0.0 -0.14272507,-0.8550244
[50] Total Num: 1767, avg: 32.45447590700048rec_022/head/000002/000760.jpg 0.0,0.0 0.35835248,-0.9309691
[50] Total Num: 1768, avg: 32.467795995210146rec_022/head/000000/000760.jpg 0.0,0.0 -0.48031598,-0.872341
[50] Total Num: 1769, avg: 32.480663588956645rec_022/head/000687/000760.jpg 0.0,0.0 -0.5763285,-0.9258702
[50] Total Num: 1770, avg: 32.496060144137566rec_022/head/000022/000761.jpg 0.0,0.0 0.752006,-0.8553894
[50] Total Num: 1771, avg: 32.51236819149805rec_022/head/000001/000761.jpg 0.0,0.0 -0.20482418,-0.8654014
[50] Total Num: 1772, avg: 32.522573493588325rec_022/head/000002/000761.jpg 0.0,0.0 0.3037441,-0.9389845
[50] Total Num: 1773, avg: 32.53564414269037rec_022/head/000000/000761.jpg 0.0,0.0 -0.5013238,-0.8242557
[50] Total Num: 1774, avg: 32.54743296691909rec_022/head/000687/000761.jpg 0.0,0.0 -0.69718486,-0.9420555
[50] Total Num: 1775, avg: 32.56470160406423rec_022/head/000022/000762.jpg 0.0,0.0 0.68008685,-0.82863
[50] Total Num: 1776, avg: 32.57919060763801rec_022/head/000001/000762.jpg 0.0,0.0 -0.21492068,-0.79350424
[50] Total Num: 1777, avg: 32.58716371580678rec_022/head/000002/000762.jpg 0.0,0.0 0.31165802,-1.004362
[50] Total Num: 1778, avg: 32.60217909145058rec_022/head/000000/000762.jpg 0.0,0.0 -0.41645247,-0.6921191
[50] Total Num: 1779, avg: 32.60928508882624rec_022/head/000687/000762.jpg 0.0,0.0 -0.5320519,-0.7829839
[50] Total Num: 1780, avg: 32.620375581052414rec_022/head/000022/000763.jpg 0.0,0.0 0.65728927,-0.80696815
[50] Total Num: 1781, avg: 32.63395143588708rec_022/head/000001/000763.jpg 0.0,0.0 -0.24107502,-0.80219173
[50] Total Num: 1782, avg: 32.642318160821844rec_022/head/000002/000763.jpg 0.0,0.0 0.24378514,-0.90265304
[50] Total Num: 1783, avg: 32.6537601191774rec_022/head/000000/000763.jpg 0.0,0.0 -0.3766023,-0.6152014
[50] Total Num: 1784, avg: 32.65820667866168rec_022/head/000687/000763.jpg 0.0,0.0 -0.53825194,-0.75379133
[50] Total Num: 1785, avg: 32.668618724975445rec_022/head/000022/000764.jpg 0.0,0.0 0.64300823,-0.76614016
[50] Total Num: 1786, avg: 32.68100032272654rec_022/head/000001/000764.jpg 0.0,0.0 -0.23248915,-0.7509982
[50] Total Num: 1787, avg: 32.68770142791852rec_022/head/000000/000764.jpg 0.0,0.0 -0.43081832,-0.64305055
[50] Total Num: 1788, avg: 32.69366603470957rec_022/head/000002/000764.jpg 0.0,0.0 0.2584618,-0.89977634
[50] Total Num: 1789, avg: 32.70504407274675rec_022/head/000687/000764.jpg 0.0,0.0 -0.533205,-0.7161522
[50] Total Num: 1790, avg: 32.71441940343591rec_022/head/000022/000765.jpg 0.0,0.0 0.7158971,-0.7556058
[50] Total Num: 1791, avg: 32.72780601442847rec_022/head/000000/000765.jpg 0.0,0.0 -0.4608871,-0.635087
[50] Total Num: 1792, avg: 32.734018734271rec_022/head/000002/000765.jpg 0.0,0.0 0.28243148,-0.8761868
[50] Total Num: 1793, avg: 32.74480177300171rec_022/head/000001/000765.jpg 0.0,0.0 -0.22186749,-0.70008856
[50] Total Num: 1794, avg: 32.74982228115508rec_022/head/000687/000765.jpg 0.0,0.0 -0.5621486,-0.7005253
[50] Total Num: 1795, avg: 32.75926251976569rec_022/head/000022/000766.jpg 0.0,0.0 0.7443606,-0.7073066
[50] Total Num: 1796, avg: 32.77220712174898rec_022/head/000001/000766.jpg 0.0,0.0 -0.22022127,-0.67756546
[50] Total Num: 1797, avg: 32.77651343069415rec_022/head/000000/000766.jpg 0.0,0.0 -0.5469051,-0.6624293
[50] Total Num: 1798, avg: 32.78479297377737rec_022/head/000002/000766.jpg 0.0,0.0 0.27054486,-0.7600411
[50] Total Num: 1799, avg: 32.79197083900431rec_022/head/000687/000766.jpg 0.0,0.0 -0.56743264,-0.6597089
[50] Total Num: 1800, avg: 32.80053915678502rec_022/head/000000/000767.jpg 0.0,0.0 -0.47689548,-0.5467671
[50] Total Num: 1801, avg: 32.80488789459681rec_022/head/000022/000767.jpg 0.0,0.0 0.7275592,-0.60980326
[50] Total Num: 1802, avg: 32.81567955318221rec_022/head/000002/000767.jpg 0.0,0.0 0.23333968,-0.5901795
[50] Total Num: 1803, avg: 32.81748307609448rec_022/head/000687/000767.jpg 0.0,0.0 -0.50630146,-0.5503034
[50] Total Num: 1804, avg: 32.822464417039754rec_022/head/000022/000768.jpg 0.0,0.0 0.7165098,-0.50671685
[50] Total Num: 1805, avg: 32.83128861485964rec_022/head/000000/000768.jpg 0.0,0.0 -0.46439773,-0.47439227
[50] Total Num: 1806, avg: 32.83376906048056rec_022/head/000002/000768.jpg 0.0,0.0 0.32329407,-0.60807896
[50] Total Num: 1807, avg: 32.837126925986155rec_022/head/000687/000768.jpg 0.0,0.0 -0.49310586,-0.4748007
[50] Total Num: 1808, avg: 32.84021723587604rec_022/head/000022/000769.jpg 0.0,0.0 0.7138392,-0.38499525
[50] Total Num: 1809, avg: 32.84723249692439rec_022/head/000000/000769.jpg 0.0,0.0 -0.4293324,-0.38574073
[50] Total Num: 1810, avg: 32.84709706767961rec_022/head/000687/000769.jpg 0.0,0.0 -0.5493221,-0.44718778
[50] Total Num: 1811, avg: 32.850900283646965rec_022/head/000022/000770.jpg 0.0,0.0 0.742533,-0.24595213
[50] Total Num: 1812, avg: 32.85726883083943rec_022/head/000000/000770.jpg 0.0,0.0 -0.31436214,-0.24363145
[50] Total Num: 1813, avg: 32.85163592316568rec_022/head/000002/000770.jpg 0.0,0.0 0.36363587,-0.21005303
[50] Total Num: 1814, avg: 32.84671574372939rec_022/head/000687/000770.jpg 0.0,0.0 -0.35746503,-0.25360122
[50] Total Num: 1815, avg: 32.84235388448191rec_022/head/000022/000771.jpg 0.0,0.0 0.66407484,-0.08526407
[50] Total Num: 1816, avg: 32.84536682222745rec_022/head/000002/000771.jpg 0.0,0.0 0.3882293,-0.037802655
[50] Total Num: 1817, avg: 32.83958718932038rec_022/head/000687/000771.jpg 0.0,0.0 -0.21565531,-0.08924972
[50] Total Num: 1818, avg: 32.8288708408932rec_022/head/000022/000772.jpg 0.0,0.0 0.6115226,0.019279132
[50] Total Num: 1819, avg: 32.830093477664064rec_022/head/000002/000772.jpg 0.0,0.0 0.4652595,0.0770847
[50] Total Num: 1820, avg: 32.82688702650855rec_022/head/000022/000773.jpg 0.0,0.0 0.6431933,0.08281952
[50] Total Num: 1821, avg: 32.8292410060273rec_022/head/000002/000773.jpg 0.0,0.0 0.56645226,0.15328296
[50] Total Num: 1822, avg: 32.82960739710541rec_022/head/000000/000773.jpg 0.0,0.0 0.13213137,0.13423404
[50] Total Num: 1823, avg: 32.817509931733944rec_022/head/000687/000773.jpg 0.0,0.0 0.12709999,0.15270455
[50] Total Num: 1824, avg: 32.805748831830975rec_022/head/000022/000774.jpg 0.0,0.0 0.68872875,0.12258704
[50] Total Num: 1825, avg: 32.80968031834311rec_022/head/000000/000774.jpg 0.0,0.0 0.2686865,0.21342109
[50] Total Num: 1826, avg: 32.802428405999336rec_022/head/000002/000774.jpg 0.0,0.0 0.62862873,0.19635347
[50] Total Num: 1827, avg: 32.80500273624218rec_022/head/000687/000774.jpg 0.0,0.0 0.27235445,0.23232993
[50] Total Num: 1828, avg: 32.79821832572464rec_022/head/000022/000775.jpg 0.0,0.0 0.74639404,0.13973133
[50] Total Num: 1829, avg: 32.80399602524882rec_022/head/000001/000775.jpg 0.0,0.0 0.5402248,0.18491581
[50] Total Num: 1830, avg: 32.80385429858049rec_022/head/000000/000775.jpg 0.0,0.0 0.41809207,0.263976
[50] Total Num: 1831, avg: 32.801279823884244rec_022/head/000002/000775.jpg 0.0,0.0 0.75403565,0.2238605
[50] Total Num: 1832, avg: 32.80777724589566rec_022/head/000687/000775.jpg 0.0,0.0 0.4017665,0.2652343
[50] Total Num: 1833, avg: 32.80480173421073rec_022/head/000022/000776.jpg 0.0,0.0 0.78750026,0.14336441
[50] Total Num: 1834, avg: 32.811834470724996rec_022/head/000001/000776.jpg 0.0,0.0 0.60302544,0.18763773
[50] Total Num: 1835, avg: 32.81356392165568rec_022/head/000000/000776.jpg 0.0,0.0 0.5036067,0.2579457
[50] Total Num: 1836, avg: 32.81318998670242rec_022/head/000002/000776.jpg 0.0,0.0 0.7696688,0.21273692
[50] Total Num: 1837, avg: 32.82005062534321rec_022/head/000687/000776.jpg 0.0,0.0 0.5295167,0.28661814
[50] Total Num: 1838, avg: 32.82075906055547rec_022/head/000001/000777.jpg 0.0,0.0 0.65879977,0.18367791
[50] Total Num: 1839, avg: 32.8241052836502rec_022/head/000000/000777.jpg 0.0,0.0 0.5520273,0.24754211
[50] Total Num: 1840, avg: 32.82493996707372rec_022/head/000022/000777.jpg 0.0,0.0 0.7710837,0.13644299
[50] Total Num: 1841, avg: 32.83140395902769rec_022/head/000002/000777.jpg 0.0,0.0 0.7774922,0.20283063
[50] Total Num: 1842, avg: 32.8384053725065rec_022/head/000687/000777.jpg 0.0,0.0 0.58977413,0.27055708
[50] Total Num: 1843, avg: 32.84054958655443rec_022/head/000001/000778.jpg 0.0,0.0 0.69276494,0.16999619
[50] Total Num: 1844, avg: 32.84479951376047rec_022/head/000000/000778.jpg 0.0,0.0 0.62073725,0.2352226
[50] Total Num: 1845, avg: 32.847439896326534rec_022/head/000022/000778.jpg 0.0,0.0 0.77667546,0.125767
[50] Total Num: 1846, avg: 32.85400079573879rec_022/head/000002/000778.jpg 0.0,0.0 0.8255206,0.19326384
[50] Total Num: 1847, avg: 32.86235031872088rec_022/head/000687/000778.jpg 0.0,0.0 0.6520289,0.25152767
[50] Total Num: 1848, avg: 32.86602881819276rec_022/head/000001/000779.jpg 0.0,0.0 0.73687,0.15045254
[50] Total Num: 1849, avg: 32.871470696621614rec_022/head/000022/000779.jpg 0.0,0.0 0.7738477,0.107883036
[50] Total Num: 1850, avg: 32.87785264030508rec_022/head/000000/000779.jpg 0.0,0.0 0.66389596,0.20302147
[50] Total Num: 1851, avg: 32.88144011510109rec_022/head/000002/000779.jpg 0.0,0.0 0.85049224,0.16981182
[50] Total Num: 1852, avg: 32.89038583662198rec_022/head/000687/000779.jpg 0.0,0.0 0.735006,0.2263166
[50] Total Num: 1853, avg: 32.896221977871605rec_022/head/000001/000780.jpg 0.0,0.0 0.7760145,0.131687
[50] Total Num: 1854, avg: 32.902731884165895rec_022/head/000022/000780.jpg 0.0,0.0 0.7881915,0.09422502
[50] Total Num: 1855, avg: 32.90947555388621rec_022/head/000000/000780.jpg 0.0,0.0 0.70909226,0.17757675
[50] Total Num: 1856, avg: 32.914194175661756rec_022/head/000002/000780.jpg 0.0,0.0 0.84186906,0.14440222
[50] Total Num: 1857, avg: 32.92273035244436rec_022/head/000687/000780.jpg 0.0,0.0 0.7838599,0.19509639
[50] Total Num: 1858, avg: 32.92976441918286rec_022/head/000022/000781.jpg 0.0,0.0 0.80634284,0.0911327
[50] Total Num: 1859, avg: 32.93702523083266rec_022/head/000001/000781.jpg 0.0,0.0 0.8016814,0.123827845
[50] Total Num: 1860, avg: 32.944239787964854rec_022/head/000000/000781.jpg 0.0,0.0 0.76985925,0.17251296
[50] Total Num: 1861, avg: 32.95070726615526rec_022/head/000002/000781.jpg 0.0,0.0 0.86616886,0.13603231
[50] Total Num: 1862, avg: 32.95990471949238rec_022/head/000687/000781.jpg 0.0,0.0 0.7881282,0.18069689
[50] Total Num: 1863, avg: 32.966945499262835rec_022/head/000022/000782.jpg 0.0,0.0 0.7835105,0.09285003
[50] Total Num: 1864, avg: 32.97347559456888rec_022/head/000001/000782.jpg 0.0,0.0 0.80286515,0.1303483
[50] Total Num: 1865, avg: 32.98071143522111rec_022/head/000000/000782.jpg 0.0,0.0 0.8019508,0.17769618
[50] Total Num: 1866, avg: 32.98812526291363rec_022/head/000002/000782.jpg 0.0,0.0 0.86334306,0.13889213
[50] Total Num: 1867, avg: 32.99720290522054rec_022/head/000687/000782.jpg 0.0,0.0 0.82510245,0.18470553
[50] Total Num: 1868, avg: 33.0053246348699rec_022/head/000022/000783.jpg 0.0,0.0 0.7857223,0.10434008
[50] Total Num: 1869, avg: 33.01191843411054rec_022/head/000001/000783.jpg 0.0,0.0 0.8337633,0.14700478
[50] Total Num: 1870, avg: 33.02010969457504rec_022/head/000000/000783.jpg 0.0,0.0 0.8055362,0.19204916
[50] Total Num: 1871, avg: 33.02766560483458rec_022/head/000002/000783.jpg 0.0,0.0 0.86098915,0.15056531
[50] Total Num: 1872, avg: 33.03667096188523rec_022/head/000687/000783.jpg 0.0,0.0 0.84265524,0.20141743
[50] Total Num: 1873, avg: 33.045356767635525rec_022/head/000022/000784.jpg 0.0,0.0 0.7847984,0.11730544
[50] Total Num: 1874, avg: 33.05192729430405rec_022/head/000001/000784.jpg 0.0,0.0 0.7985132,0.15896367
[50] Total Num: 1875, avg: 33.05907345758784rec_022/head/000000/000784.jpg 0.0,0.0 0.8182776,0.21296377
[50] Total Num: 1876, avg: 33.067082541471rec_022/head/000002/000784.jpg 0.0,0.0 0.8588252,0.16377233
[50] Total Num: 1877, avg: 33.076032103919644rec_022/head/000687/000784.jpg 0.0,0.0 0.8395483,0.22047324
[50] Total Num: 1878, avg: 33.084689732263065rec_022/head/000022/000785.jpg 0.0,0.0 0.7711702,0.13051929
[50] Total Num: 1879, avg: 33.09086284610067rec_022/head/000001/000785.jpg 0.0,0.0 0.8338543,0.18310295
[50] Total Num: 1880, avg: 33.09913348121594rec_022/head/000000/000785.jpg 0.0,0.0 0.81863165,0.23676398
[50] Total Num: 1881, avg: 33.1072583639727rec_022/head/000002/000785.jpg 0.0,0.0 0.85004693,0.17937197
[50] Total Num: 1882, avg: 33.11597218017733rec_022/head/000687/000785.jpg 0.0,0.0 0.8499672,0.24660543
[50] Total Num: 1883, avg: 33.12504769838644rec_022/head/000022/000786.jpg 0.0,0.0 0.77102536,0.14590411
[50] Total Num: 1884, avg: 33.13124435812182rec_022/head/000001/000786.jpg 0.0,0.0 0.80192363,0.19897851
[50] Total Num: 1885, avg: 33.138618089975125rec_022/head/000000/000786.jpg 0.0,0.0 0.7894715,0.2598748
[50] Total Num: 1886, avg: 33.146026804185595rec_022/head/000002/000786.jpg 0.0,0.0 0.84706855,0.19886501
[50] Total Num: 1887, avg: 33.15470607608822rec_022/head/000687/000786.jpg 0.0,0.0 0.7998125,0.26771924
[50] Total Num: 1888, avg: 33.162450954315716rec_022/head/000022/000787.jpg 0.0,0.0 0.77425724,0.15845457
[50] Total Num: 1889, avg: 33.168765646334265rec_022/head/000001/000787.jpg 0.0,0.0 0.78935814,0.21573764
[50] Total Num: 1890, avg: 33.175835088934505rec_022/head/000000/000787.jpg 0.0,0.0 0.7776024,0.28264317
[50] Total Num: 1891, avg: 33.183049144555824rec_022/head/000002/000787.jpg 0.0,0.0 0.8304126,0.21095766
[50] Total Num: 1892, avg: 33.191266013507025rec_022/head/000687/000787.jpg 0.0,0.0 0.8073428,0.29662886
[50] Total Num: 1893, avg: 33.199409394075694rec_022/head/000022/000788.jpg 0.0,0.0 0.76503825,0.16791013
[50] Total Num: 1894, avg: 33.205463814214625rec_022/head/000001/000788.jpg 0.0,0.0 0.7676177,0.23129386
[50] Total Num: 1895, avg: 33.2119730473195rec_022/head/000000/000788.jpg 0.0,0.0 0.7448251,0.30315274
[50] Total Num: 1896, avg: 33.21842135737742rec_022/head/000002/000788.jpg 0.0,0.0 0.82904494,0.22809854
[50] Total Num: 1897, avg: 33.22665955739714rec_022/head/000687/000788.jpg 0.0,0.0 0.77413946,0.321008
[50] Total Num: 1898, avg: 33.234060482912376rec_022/head/000022/000789.jpg 0.0,0.0 0.77519023,0.17939135
[50] Total Num: 1899, avg: 33.24043847938454rec_022/head/000001/000789.jpg 0.0,0.0 0.73988354,0.24102974
[50] Total Num: 1900, avg: 33.2461942508862rec_022/head/000000/000789.jpg 0.0,0.0 0.6739662,0.30557573
[50] Total Num: 1901, avg: 33.25070837320944rec_022/head/000002/000789.jpg 0.0,0.0 0.80085844,0.2341919
[50] Total Num: 1902, avg: 33.25813882363026rec_022/head/000687/000789.jpg 0.0,0.0 0.70579267,0.32631516
[50] Total Num: 1903, avg: 33.263714321997966rec_022/head/000022/000790.jpg 0.0,0.0 0.785565,0.18612583
[50] Total Num: 1904, avg: 33.270398542293144rec_022/head/000001/000790.jpg 0.0,0.0 0.7118831,0.24665591
[50] Total Num: 1905, avg: 33.27537934505517rec_022/head/000000/000790.jpg 0.0,0.0 0.6459496,0.31625515
[50] Total Num: 1906, avg: 33.279238177366366rec_022/head/000002/000790.jpg 0.0,0.0 0.8113847,0.24756448
[50] Total Num: 1907, avg: 33.28702320035121rec_022/head/000687/000790.jpg 0.0,0.0 0.679499,0.33838478
[50] Total Num: 1908, avg: 33.29200702985781rec_022/head/000022/000791.jpg 0.0,0.0 0.7652888,0.18386453
[50] Total Num: 1909, avg: 33.29805848693891rec_022/head/000000/000791.jpg 0.0,0.0 0.6134887,0.31996924
[50] Total Num: 1910, avg: 33.30109146209597rec_022/head/000001/000791.jpg 0.0,0.0 0.67517716,0.24786921
[50] Total Num: 1911, avg: 33.30502727555464rec_022/head/000002/000791.jpg 0.0,0.0 0.7875177,0.24783507
[50] Total Num: 1912, avg: 33.312105861132956rec_022/head/000687/000791.jpg 0.0,0.0 0.6514636,0.34219477
[50] Total Num: 1913, avg: 33.316379832353746rec_022/head/000022/000792.jpg 0.0,0.0 0.767923,0.18677592
[50] Total Num: 1914, avg: 33.322495251143266rec_022/head/000001/000792.jpg 0.0,0.0 0.6426477,0.24526627
[50] Total Num: 1915, avg: 33.325488103684464rec_022/head/000000/000792.jpg 0.0,0.0 0.5905268,0.32299164
[50] Total Num: 1916, avg: 33.327943170970876rec_022/head/000002/000792.jpg 0.0,0.0 0.75870675,0.24715462
[50] Total Num: 1917, avg: 33.33417665719215rec_022/head/000687/000792.jpg 0.0,0.0 0.5955104,0.3368382
[50] Total Num: 1918, avg: 33.336930772259656rec_022/head/000022/000793.jpg 0.0,0.0 0.73179394,0.18521777
[50] Total Num: 1919, avg: 33.34197069454175rec_022/head/000000/000793.jpg 0.0,0.0 0.53574705,0.32084477
[50] Total Num: 1920, avg: 33.342997250056975rec_022/head/000001/000793.jpg 0.0,0.0 0.6013962,0.24166137
[50] Total Num: 1921, avg: 33.344804044978986rec_022/head/000002/000793.jpg 0.0,0.0 0.7147799,0.24454953
[50] Total Num: 1922, avg: 33.34976573482139rec_022/head/000687/000793.jpg 0.0,0.0 0.5479858,0.33549938
[50] Total Num: 1923, avg: 33.351297046086536rec_022/head/000022/000794.jpg 0.0,0.0 0.7394887,0.18645692
[50] Total Num: 1924, avg: 33.356544435698154rec_022/head/000001/000794.jpg 0.0,0.0 0.58143425,0.24298929
[50] Total Num: 1925, avg: 33.35781058886846rec_022/head/000000/000794.jpg 0.0,0.0 0.47600177,0.30552045
[50] Total Num: 1926, avg: 33.35712666112491rec_022/head/000002/000794.jpg 0.0,0.0 0.69961923,0.24417646
[50] Total Num: 1927, avg: 33.36164521783078rec_022/head/000687/000794.jpg 0.0,0.0 0.47843435,0.31954363
[50] Total Num: 1928, avg: 33.36123211646011rec_022/head/000022/000795.jpg 0.0,0.0 0.69733196,0.17647347
[50] Total Num: 1929, avg: 33.36519465057533rec_022/head/000001/000795.jpg 0.0,0.0 0.54299,0.24080703
[50] Total Num: 1930, avg: 33.36539435496976rec_022/head/000000/000795.jpg 0.0,0.0 0.4073687,0.2875687
[50] Total Num: 1931, avg: 33.36277204418575rec_022/head/000002/000795.jpg 0.0,0.0 0.6902245,0.24670583
[50] Total Num: 1932, avg: 33.36703751099065rec_022/head/000687/000795.jpg 0.0,0.0 0.42675138,0.31372228
[50] Total Num: 1933, avg: 33.365304017406636rec_022/head/000022/000796.jpg 0.0,0.0 0.67509156,0.17310567
[50] Total Num: 1934, avg: 33.368598786331475rec_022/head/000000/000796.jpg 0.0,0.0 0.33563578,0.27554515
[50] Total Num: 1935, avg: 33.3641135868908rec_022/head/000001/000796.jpg 0.0,0.0 0.45843065,0.22013623
[50] Total Num: 1936, avg: 33.36182959021488rec_022/head/000002/000796.jpg 0.0,0.0 0.63170874,0.23805575
[50] Total Num: 1937, avg: 33.36440359846129rec_022/head/000687/000796.jpg 0.0,0.0 0.32026795,0.283675
[50] Total Num: 1938, avg: 33.35973980049442rec_022/head/000022/000797.jpg 0.0,0.0 0.66362244,0.1756474
[50] Total Num: 1939, avg: 33.36271901454317rec_022/head/000000/000797.jpg 0.0,0.0 0.2313035,0.24689054
[50] Total Num: 1940, avg: 33.35546554052324rec_022/head/000001/000797.jpg 0.0,0.0 0.37453714,0.20939532
[50] Total Num: 1941, avg: 33.350875657047496rec_022/head/000002/000797.jpg 0.0,0.0 0.5569098,0.23101704
[50] Total Num: 1942, avg: 33.35135168844017rec_022/head/000687/000797.jpg 0.0,0.0 0.22655949,0.26859236
[50] Total Num: 1943, avg: 33.344496196212rec_022/head/000022/000798.jpg 0.0,0.0 0.5914091,0.16579998
[50] Total Num: 1944, avg: 33.34536733015535rec_022/head/000001/000798.jpg 0.0,0.0 0.267074,0.18281338
[50] Total Num: 1945, avg: 33.33772077082966rec_022/head/000000/000798.jpg 0.0,0.0 0.12210525,0.2058321
[50] Total Num: 1946, avg: 33.32762276343453rec_022/head/000002/000798.jpg 0.0,0.0 0.4500334,0.2109435
[50] Total Num: 1947, avg: 33.32504076742168rec_022/head/000687/000798.jpg 0.0,0.0 0.11194225,0.22989278
[50] Total Num: 1948, avg: 33.31544145772384rec_022/head/000022/000799.jpg 0.0,0.0 0.5286481,0.15267748
[50] Total Num: 1949, avg: 33.31446463955356rec_022/head/000000/000799.jpg 0.0,0.0 0.035911247,0.174646
[50] Total Num: 1950, avg: 33.30261810297186rec_022/head/000002/000799.jpg 0.0,0.0 0.34918562,0.18255462
[50] Total Num: 1951, avg: 33.29706900340911rec_022/head/000687/000799.jpg 0.0,0.0 0.014983858,0.19904667
[50] Total Num: 1952, avg: 33.28586987766751rec_022/head/000000/000800.jpg 0.0,0.0 -0.032482114,0.1452924
[50] Total Num: 1953, avg: 33.273193400469935rec_022/head/000022/000800.jpg 0.0,0.0 0.47946477,0.13469198
[50] Total Num: 1954, avg: 33.27072670586447rec_022/head/000002/000800.jpg 0.0,0.0 0.31188717,0.17353582
[50] Total Num: 1955, avg: 33.26412813703739rec_022/head/000687/000800.jpg 0.0,0.0 -0.05665289,0.15529005
[50] Total Num: 1956, avg: 33.25196170699687rec_022/head/000022/000801.jpg 0.0,0.0 0.543011,0.11874265
[50] Total Num: 1957, avg: 33.25120669769556rec_022/head/000002/000801.jpg 0.0,0.0 0.33606613,0.18070108
[50] Total Num: 1958, avg: 33.245342334263476rec_022/head/000687/000801.jpg 0.0,0.0 -0.17569831,0.14011948
[50] Total Num: 1959, avg: 33.23493133145759rec_022/head/000022/000802.jpg 0.0,0.0 0.54825556,-0.0074907197
[50] Total Num: 1960, avg: 33.234002980804895rec_022/head/000000/000802.jpg 0.0,0.0 -0.25144976,-0.003596542
[50] Total Num: 1961, avg: 33.22440300682808rec_022/head/000002/000802.jpg 0.0,0.0 0.31506687,0.044317488
[50] Total Num: 1962, avg: 33.21675744857247rec_022/head/000687/000802.jpg 0.0,0.0 -0.32450402,0.00036031372
[50] Total Num: 1963, avg: 33.20930760803528rec_022/head/000022/000803.jpg 0.0,0.0 0.63776046,-0.22511648
[50] Total Num: 1964, avg: 33.21197561008681rec_022/head/000000/000803.jpg 0.0,0.0 -0.36828706,-0.21977283
[50] Total Num: 1965, avg: 33.207503729004365rec_022/head/000002/000803.jpg 0.0,0.0 0.30193937,-0.2097877
[50] Total Num: 1966, avg: 33.20127422148977rec_022/head/000687/000803.jpg 0.0,0.0 -0.44465995,-0.24532032
[50] Total Num: 1967, avg: 33.1990716116896rec_022/head/000000/000804.jpg 0.0,0.0 -0.41065985,-0.422621
[50] Total Num: 1968, avg: 33.19910260737594rec_022/head/000022/000804.jpg 0.0,0.0 0.7791071,-0.4889141
[50] Total Num: 1969, avg: 33.20818587902627rec_022/head/000687/000804.jpg 0.0,0.0 -0.51824856,-0.4910221
[50] Total Num: 1970, avg: 33.21163307754351rec_022/head/000000/000805.jpg 0.0,0.0 -0.6329709,-0.76403534
[50] Total Num: 1971, avg: 33.22238145668289rec_022/head/000022/000805.jpg 0.0,0.0 0.91395074,-0.6897035
[50] Total Num: 1972, avg: 33.23692244339074rec_022/head/000002/000805.jpg 0.0,0.0 0.5764856,-0.9105535
[50] Total Num: 1973, avg: 33.25000905920786rec_022/head/000687/000805.jpg 0.0,0.0 -0.69036335,-0.7834733
[50] Total Num: 1974, avg: 33.26198508633369rec_022/head/000022/000806.jpg 0.0,0.0 1.1680223,-0.861917
[50] Total Num: 1975, avg: 33.28322788108238rec_022/head/000000/000806.jpg 0.0,0.0 -0.73288405,-0.95072377
[50] Total Num: 1976, avg: 33.29898129930838rec_022/head/000002/000806.jpg 0.0,0.0 0.84840995,-1.137338
[50] Total Num: 1977, avg: 33.31950629411479rec_022/head/000687/000806.jpg 0.0,0.0 -0.9636643,-1.0284828
[50] Total Num: 1978, avg: 33.339504138455126rec_022/head/000022/000807.jpg 0.0,0.0 1.1579632,-0.91726416
[50] Total Num: 1979, avg: 33.361000763693326rec_022/head/000001/000807.jpg 0.0,0.0 -0.29733393,-1.1573427
[50] Total Num: 1980, avg: 33.37819689218518rec_022/head/000002/000807.jpg 0.0,0.0 1.3401445,-1.2630998
[50] Total Num: 1981, avg: 33.40477516455181rec_022/head/000000/000807.jpg 0.0,0.0 -0.6378874,-0.9735819
[50] Total Num: 1982, avg: 33.41977948737487rec_022/head/000687/000807.jpg 0.0,0.0 -0.9296027,-1.0936875
[50] Total Num: 1983, avg: 33.44027233757986rec_022/head/000022/000808.jpg 0.0,0.0 1.2251514,-0.9670453
[50] Total Num: 1984, avg: 33.463190555826685rec_022/head/000001/000808.jpg 0.0,0.0 -0.29900008,-1.2288909
[50] Total Num: 1985, avg: 33.48225820214419rec_022/head/000002/000808.jpg 0.0,0.0 1.2016652,-1.2692367
[50] Total Num: 1986, avg: 33.5076187042236rec_022/head/000000/000808.jpg 0.0,0.0 -0.9054242,-1.1450578
[50] Total Num: 1987, avg: 33.52861569788649rec_022/head/000687/000808.jpg 0.0,0.0 -1.1831796,-1.197088
[50] Total Num: 1988, avg: 33.55303210096178rec_022/head/000022/000809.jpg 0.0,0.0 1.2185148,-0.9920312
[50] Total Num: 1989, avg: 33.575942142912936rec_022/head/000000/000809.jpg 0.0,0.0 -0.80622053,-1.1544327
[50] Total Num: 1990, avg: 33.596126058780726rec_022/head/000001/000809.jpg 0.0,0.0 -0.27676117,-1.2709583
[50] Total Num: 1991, avg: 33.616164879613834rec_022/head/000002/000809.jpg 0.0,0.0 1.3135551,-1.2829034
[50] Total Num: 1992, avg: 33.642390479064574rec_022/head/000687/000809.jpg 0.0,0.0 -1.2622074,-1.2396333
[50] Total Num: 1993, avg: 33.66782468669381rec_022/head/000000/000810.jpg 0.0,0.0 -0.9710907,-1.2345582
