name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[20] Total Num: 3291, avg: 33.747894769089754rec_023/head/000000/000196.jpg 0.0,0.0 -0.86902213,0.04699065
[20] Total Num: 3292, avg: 33.75278445625941rec_023/head/000603/000196.jpg 0.0,0.0 -0.9225587,0.048917517
[20] Total Num: 3293, avg: 33.75860220057765rec_023/head/000604/000196.jpg 0.0,0.0 -0.7907814,0.034156222
[20] Total Num: 3294, avg: 33.76211855895715rec_023/head/000001/000197.jpg 0.0,0.0 -0.9072261,0.09278842
[20] Total Num: 3295, avg: 33.76770598197533rec_023/head/000002/000197.jpg 0.0,0.0 -0.9155755,0.081275925
[20] Total Num: 3296, avg: 33.77342082191329rec_023/head/000000/000197.jpg 0.0,0.0 -0.8483418,0.06566233
[20] Total Num: 3297, avg: 33.777952737546876rec_023/head/000603/000197.jpg 0.0,0.0 -0.8814748,0.06695194
[20] Total Num: 3298, avg: 33.783056604464775rec_023/head/000604/000197.jpg 0.0,0.0 -0.7587566,0.050588027
[20] Total Num: 3299, avg: 33.78601742667343rec_023/head/000002/000198.jpg 0.0,0.0 -0.8754976,0.077420875
[20] Total Num: 3300, avg: 33.791023286822764rec_023/head/000000/000198.jpg 0.0,0.0 -0.81774366,0.06354879
[20] Total Num: 3301, avg: 33.79501315227105rec_023/head/000001/000198.jpg 0.0,0.0 -0.87466115,0.088670075
[20] Total Num: 3302, avg: 33.8000123148495rec_023/head/000603/000198.jpg 0.0,0.0 -0.85110444,0.0652162
[20] Total Num: 3303, avg: 33.80457524440415rec_023/head/000604/000198.jpg 0.0,0.0 -0.7515539,0.050306823
[20] Total Num: 3304, avg: 33.807400245031864rec_023/head/000002/000199.jpg 0.0,0.0 -0.837746,0.052106027
[20] Total Num: 3305, avg: 33.811715493057804rec_023/head/000001/000199.jpg 0.0,0.0 -0.841871,0.065011
[20] Total Num: 3306, avg: 33.816111117850205rec_023/head/000000/000199.jpg 0.0,0.0 -0.78839195,0.04466707
[20] Total Num: 3307, avg: 33.81956204013069rec_023/head/000603/000199.jpg 0.0,0.0 -0.82456595,0.045928698
[20] Total Num: 3308, avg: 33.82363713934043rec_023/head/000604/000199.jpg 0.0,0.0 -0.7096759,0.03357692
[20] Total Num: 3309, avg: 33.82571492119217rec_023/head/000000/000200.jpg 0.0,0.0 -0.7437663,0.017084869
[20] Total Num: 3310, avg: 33.82837294005276rec_023/head/000001/000200.jpg 0.0,0.0 -0.8195451,0.032902475
[20] Total Num: 3311, avg: 33.83234668232244rec_023/head/000002/000200.jpg 0.0,0.0 -0.8099441,0.020655945
[20] Total Num: 3312, avg: 33.83614670342847rec_023/head/000603/000200.jpg 0.0,0.0 -0.7941067,0.018570522
[20] Total Num: 3313, avg: 33.83966995348668rec_023/head/000604/000200.jpg 0.0,0.0 -0.6987149,0.0102895675
[20] Total Num: 3314, avg: 33.84154000687851rec_023/head/000000/000201.jpg 0.0,0.0 -0.7506274,0.0016332194
[20] Total Num: 3315, avg: 33.8443051117846rec_023/head/000002/000201.jpg 0.0,0.0 -0.8070372,0.0030385484
[20] Total Num: 3316, avg: 33.848043281915395rec_023/head/000001/000201.jpg 0.0,0.0 -0.8138993,0.0155436015
[20] Total Num: 3317, avg: 33.851899624019595rec_023/head/000603/000201.jpg 0.0,0.0 -0.78836983,0.00261789
[20] Total Num: 3318, avg: 33.85531088431582rec_023/head/000604/000201.jpg 0.0,0.0 -0.68045634,-0.0034274422
[20] Total Num: 3319, avg: 33.856857247950884rec_023/head/000000/000202.jpg 0.0,0.0 -0.73599297,0.008919516
[20] Total Num: 3320, avg: 33.859361750334976rec_023/head/000001/000202.jpg 0.0,0.0 -0.8040785,0.023196923
[20] Total Num: 3321, avg: 33.86304310895306rec_023/head/000002/000202.jpg 0.0,0.0 -0.8186362,0.011766419
[20] Total Num: 3322, avg: 33.86696997988687rec_023/head/000603/000202.jpg 0.0,0.0 -0.7715594,0.010012193
[20] Total Num: 3323, avg: 33.870082553756546rec_023/head/000604/000202.jpg 0.0,0.0 -0.66347855,0.0033710883
[20] Total Num: 3324, avg: 33.87132950176441rec_023/head/000000/000203.jpg 0.0,0.0 -0.7529408,0.034396492
[20] Total Num: 3325, avg: 33.87412804283355rec_023/head/000001/000203.jpg 0.0,0.0 -0.8412222,0.053336747
[20] Total Num: 3326, avg: 33.87845671703039rec_023/head/000002/000203.jpg 0.0,0.0 -0.86461043,0.043531228
[20] Total Num: 3327, avg: 33.88317759148708rec_023/head/000603/000203.jpg 0.0,0.0 -0.80997425,0.036492653
[20] Total Num: 3328, avg: 33.88695200116663rec_023/head/000604/000203.jpg 0.0,0.0 -0.7018248,0.026573969
[20] Total Num: 3329, avg: 33.88885905064641rec_023/head/000000/000204.jpg 0.0,0.0 -0.8258174,0.06495174
[20] Total Num: 3330, avg: 33.892924611117294rec_023/head/000001/000204.jpg 0.0,0.0 -0.9016373,0.089764066
[20] Total Num: 3331, avg: 33.89831317315987rec_023/head/000002/000204.jpg 0.0,0.0 -0.93219477,0.07987707
[20] Total Num: 3332, avg: 33.90420993643129rec_023/head/000603/000204.jpg 0.0,0.0 -0.8552584,0.06634922
[20] Total Num: 3333, avg: 33.908772785497426rec_023/head/000604/000204.jpg 0.0,0.0 -0.74702656,0.052650664
[20] Total Num: 3334, avg: 33.911465755537336rec_023/head/000000/000205.jpg 0.0,0.0 -0.8624604,0.08015245
[20] Total Num: 3335, avg: 33.916161787672195rec_023/head/000001/000205.jpg 0.0,0.0 -0.9331883,0.1085089
[20] Total Num: 3336, avg: 33.92209728948904rec_023/head/000002/000205.jpg 0.0,0.0 -0.97365814,0.10122324
[20] Total Num: 3337, avg: 33.92870909137723rec_023/head/000603/000205.jpg 0.0,0.0 -0.8812436,0.08092798
[20] Total Num: 3338, avg: 33.93371726552005rec_023/head/000604/000205.jpg 0.0,0.0 -0.77284694,0.064713575
[20] Total Num: 3339, avg: 33.936852933097185rec_023/head/000000/000206.jpg 0.0,0.0 -0.8608228,0.068398505
[20] Total Num: 3340, avg: 33.94149356457592rec_023/head/000001/000206.jpg 0.0,0.0 -0.9364498,0.097621106
[20] Total Num: 3341, avg: 33.94745393378697rec_023/head/000002/000206.jpg 0.0,0.0 -0.95476377,0.08160144
[20] Total Num: 3342, avg: 33.95370508289104rec_023/head/000603/000206.jpg 0.0,0.0 -0.8953075,0.0696908
[20] Total Num: 3343, avg: 33.95892643589694rec_023/head/000604/000206.jpg 0.0,0.0 -0.806215,0.054661527
[20] Total Num: 3344, avg: 33.96260939550402rec_023/head/000000/000207.jpg 0.0,0.0 -0.891987,0.040012915
[20] Total Num: 3345, avg: 33.967745858907215rec_023/head/000001/000207.jpg 0.0,0.0 -0.9639108,0.064923555
[20] Total Num: 3346, avg: 33.97412483126943rec_023/head/000002/000207.jpg 0.0,0.0 -0.96965325,0.041423105
[20] Total Num: 3347, avg: 33.98058333604617rec_023/head/000603/000207.jpg 0.0,0.0 -0.9308498,0.041655533
[20] Total Num: 3348, avg: 33.986374905409164rec_023/head/000604/000207.jpg 0.0,0.0 -0.7966873,0.027760267
[20] Total Num: 3349, avg: 33.98986311823054rec_023/head/000000/000208.jpg 0.0,0.0 -0.9269491,0.016253881
[20] Total Num: 3350, avg: 33.995572398023064rec_023/head/000001/000208.jpg 0.0,0.0 -0.99896485,0.039400607
[20] Total Num: 3351, avg: 34.00251644825412rec_023/head/000002/000208.jpg 0.0,0.0 -1.0069531,0.0067270594
[20] Total Num: 3352, avg: 34.00958460687rec_023/head/000604/000208.jpg 0.0,0.0 -0.8507622,0.0070322743
[20] Total Num: 3353, avg: 34.01397969920451rec_023/head/000000/000209.jpg 0.0,0.0 -0.9805057,0.018861499
[20] Total Num: 3354, avg: 34.020590220272986rec_023/head/000002/000209.jpg 0.0,0.0 -1.0610834,0.009100725
[20] Total Num: 3355, avg: 34.02857124525637rec_023/head/000001/000209.jpg 0.0,0.0 -1.0398257,0.042103536
[20] Total Num: 3356, avg: 34.03619307674789rec_023/head/000603/000209.jpg 0.0,0.0 -1.0014851,0.01996392
[20] Total Num: 3357, avg: 34.04314928293553rec_023/head/000604/000209.jpg 0.0,0.0 -0.8898498,0.008620718
[20] Total Num: 3358, avg: 34.04819490872005rec_023/head/000000/000210.jpg 0.0,0.0 -0.9847764,0.044652436
[20] Total Num: 3359, avg: 34.0548675007205rec_023/head/000002/000210.jpg 0.0,0.0 -1.1461221,0.046965595
[20] Total Num: 3360, avg: 34.064284660058895rec_023/head/000001/000210.jpg 0.0,0.0 -1.1102276,0.0757092
[20] Total Num: 3361, avg: 34.07310003461698rec_023/head/000604/000210.jpg 0.0,0.0 -0.92036974,0.031736
[20] Total Num: 3362, avg: 34.078656890816674rec_023/head/000000/000211.jpg 0.0,0.0 -0.95822275,0.06931823
[20] Total Num: 3363, avg: 34.08487755788145rec_023/head/000002/000211.jpg 0.0,0.0 -1.0187103,0.080281086
[20] Total Num: 3364, avg: 34.092129794790466rec_023/head/000001/000211.jpg 0.0,0.0 -1.02097,0.102087155
[20] Total Num: 3365, avg: 34.099436714998326rec_023/head/000603/000211.jpg 0.0,0.0 -0.9961317,0.07133903
[20] Total Num: 3366, avg: 34.106290259980305rec_023/head/000604/000211.jpg 0.0,0.0 -0.8796474,0.05297309
[20] Total Num: 3367, avg: 34.11114925953743rec_023/head/000000/000212.jpg 0.0,0.0 -0.9370759,0.07302781
[20] Total Num: 3368, avg: 34.11699589951313rec_023/head/000001/000212.jpg 0.0,0.0 -1.0119151,0.107082434
[20] Total Num: 3369, avg: 34.12413940797472rec_023/head/000002/000212.jpg 0.0,0.0 -1.0329916,0.086459875
[20] Total Num: 3370, avg: 34.1316140346722rec_023/head/000603/000212.jpg 0.0,0.0 -0.9656493,0.07446479
[20] Total Num: 3371, avg: 34.13793434735107rec_023/head/000604/000212.jpg 0.0,0.0 -0.863258,0.056610372
[20] Total Num: 3372, avg: 34.14250183202373rec_023/head/000000/000213.jpg 0.0,0.0 -0.87902075,0.053321157
[20] Total Num: 3373, avg: 34.147331092156584rec_023/head/000002/000213.jpg 0.0,0.0 -0.93122286,0.058489434
[20] Total Num: 3374, avg: 34.153045572434344rec_023/head/000001/000213.jpg 0.0,0.0 -0.9309365,0.07959868
[20] Total Num: 3375, avg: 34.15877019542213rec_023/head/000603/000213.jpg 0.0,0.0 -0.9056589,0.05438201
[20] Total Num: 3376, avg: 34.16404213616739rec_023/head/000604/000213.jpg 0.0,0.0 -0.80213785,0.039534815
[20] Total Num: 3377, avg: 34.16754771905346rec_023/head/000000/000214.jpg 0.0,0.0 -0.8313437,0.027599633
[20] Total Num: 3378, avg: 34.171539678424736rec_023/head/000002/000214.jpg 0.0,0.0 -0.87960005,0.027666545
[20] Total Num: 3379, avg: 34.176347008918945rec_023/head/000001/000214.jpg 0.0,0.0 -0.88124603,0.047933456
[20] Total Num: 3380, avg: 34.18119007818983rec_023/head/000603/000214.jpg 0.0,0.0 -0.8608525,0.029169401
[20] Total Num: 3381, avg: 34.1856748367564rec_023/head/000604/000214.jpg 0.0,0.0 -0.7676243,0.018004654
[20] Total Num: 3382, avg: 34.18857418035376rec_023/head/000000/000215.jpg 0.0,0.0 -0.79153514,0.007264777
[20] Total Num: 3383, avg: 34.19187437044136rec_023/head/000002/000215.jpg 0.0,0.0 -0.84404606,0.004100724
[20] Total Num: 3384, avg: 34.196061377919634rec_023/head/000001/000215.jpg 0.0,0.0 -0.8725961,0.023552097
[20] Total Num: 3385, avg: 34.20073297232375rec_023/head/000603/000215.jpg 0.0,0.0 -0.82782966,0.00868116
[20] Total Num: 3386, avg: 34.20464094600428rec_023/head/000604/000215.jpg 0.0,0.0 -0.7306497,0.00080993207
[20] Total Num: 3387, avg: 34.20690209851652rec_023/head/000000/000216.jpg 0.0,0.0 -0.7697526,0.010124364
[20] Total Num: 3388, avg: 34.209824088958705rec_023/head/000002/000216.jpg 0.0,0.0 -0.8443082,0.01115777
[20] Total Num: 3389, avg: 34.214004862751885rec_023/head/000001/000216.jpg 0.0,0.0 -0.8279018,0.025964344
[20] Total Num: 3390, avg: 34.21791017483037rec_023/head/000603/000216.jpg 0.0,0.0 -0.8022093,0.011453346
[20] Total Num: 3391, avg: 34.221374914297776rec_023/head/000604/000216.jpg 0.0,0.0 -0.6906028,0.003514918
[20] Total Num: 3392, avg: 34.22295147027733rec_023/head/000000/000217.jpg 0.0,0.0 -0.76725286,0.037119288
[20] Total Num: 3393, avg: 34.225833377068554rec_023/head/000002/000217.jpg 0.0,0.0 -0.84925604,0.04512004
[20] Total Num: 3394, avg: 34.23010097777673rec_023/head/000001/000217.jpg 0.0,0.0 -0.82922417,0.05662528
[20] Total Num: 3395, avg: 34.23403765084825rec_023/head/000603/000217.jpg 0.0,0.0 -0.79045147,0.038427807
[20] Total Num: 3396, avg: 34.237305423235156rec_023/head/000604/000217.jpg 0.0,0.0 -0.69446164,0.027725145
[20] Total Num: 3397, avg: 34.238947709473315rec_023/head/000000/000218.jpg 0.0,0.0 -0.82044166,0.07562243
[20] Total Num: 3398, avg: 34.242750348559255rec_023/head/000002/000218.jpg 0.0,0.0 -0.9106818,0.093514405
[20] Total Num: 3399, avg: 34.24808413992849rec_023/head/000001/000218.jpg 0.0,0.0 -0.89931464,0.10362685
[20] Total Num: 3400, avg: 34.25323787177254rec_023/head/000603/000218.jpg 0.0,0.0 -0.85718983,0.07795164
[20] Total Num: 3401, avg: 34.25765145444104rec_023/head/000604/000218.jpg 0.0,0.0 -0.75154155,0.061989542
[20] Total Num: 3402, avg: 34.26027348404403rec_023/head/000000/000233.jpg 0.0,0.0 -0.8019394,-0.06745309
[20] Total Num: 3403, avg: 34.263744948249865rec_023/head/000002/000233.jpg 0.0,0.0 -0.8465439,-0.10071049
[20] Total Num: 3404, avg: 34.26800345751112rec_023/head/000001/000233.jpg 0.0,0.0 -0.8659099,-0.06434642
[20] Total Num: 3405, avg: 34.27253966093282rec_023/head/000603/000233.jpg 0.0,0.0 -0.84736913,-0.067975245
[20] Total Num: 3406, avg: 34.276765993045345rec_023/head/000604/000233.jpg 0.0,0.0 -0.7567512,-0.06675077
[20] Total Num: 3407, avg: 34.27947125902302rec_023/head/000000/000234.jpg 0.0,0.0 -0.81754124,-0.08519093
[20] Total Num: 3408, avg: 34.28321442922343rec_023/head/000002/000234.jpg 0.0,0.0 -0.85259235,-0.12392056
[20] Total Num: 3409, avg: 34.287599754722585rec_023/head/000001/000234.jpg 0.0,0.0 -0.86220366,-0.08326609
[20] Total Num: 3410, avg: 34.292081559261256rec_023/head/000603/000234.jpg 0.0,0.0 -0.84172404,-0.08434307
[20] Total Num: 3411, avg: 34.296220177612966rec_023/head/000604/000234.jpg 0.0,0.0 -0.74336797,-0.08073767
[20] Total Num: 3412, avg: 34.29871087663436rec_023/head/000000/000235.jpg 0.0,0.0 -0.8357829,-0.10938236
[20] Total Num: 3413, avg: 34.30278263365209rec_023/head/000002/000235.jpg 0.0,0.0 -0.8583226,-0.15268502
[20] Total Num: 3414, avg: 34.30730777062783rec_023/head/000001/000235.jpg 0.0,0.0 -0.89496666,-0.11372171
[20] Total Num: 3415, avg: 34.31236388447702rec_023/head/000603/000235.jpg 0.0,0.0 -0.8683794,-0.10859786
[20] Total Num: 3416, avg: 34.316967867651776rec_023/head/000604/000235.jpg 0.0,0.0 -0.75643826,-0.10139876
[20] Total Num: 3417, avg: 34.31969971301015rec_023/head/000000/000263.jpg 0.0,0.0 -0.862727,-0.12083707
[20] Total Num: 3418, avg: 34.32422507199135rec_023/head/000002/000263.jpg 0.0,0.0 -0.8891028,-0.16914411
[20] Total Num: 3419, avg: 34.32927860802187rec_023/head/000001/000263.jpg 0.0,0.0 -0.9043868,-0.12694371
[20] Total Num: 3420, avg: 34.33449788958333rec_023/head/000603/000263.jpg 0.0,0.0 -0.9003337,-0.120779514
[20] Total Num: 3421, avg: 34.339637050974744rec_023/head/000604/000263.jpg 0.0,0.0 -0.79861253,-0.11376567
[20] Total Num: 3422, avg: 34.34307863907057rec_023/head/000000/000264.jpg 0.0,0.0 -0.83577925,-0.09881915
[20] Total Num: 3423, avg: 34.347108944399615rec_023/head/000002/000264.jpg 0.0,0.0 -0.8800633,-0.13889346
[20] Total Num: 3424, avg: 34.35193703800212rec_023/head/000001/000264.jpg 0.0,0.0 -0.8826905,-0.10017617
[20] Total Num: 3425, avg: 34.356742371830826rec_023/head/000603/000264.jpg 0.0,0.0 -0.8744807,-0.09912397
[20] Total Num: 3426, avg: 34.361407298556145rec_023/head/000604/000264.jpg 0.0,0.0 -0.77167976,-0.09434979
[20] Total Num: 3427, avg: 34.364358537094155rec_023/head/000000/000265.jpg 0.0,0.0 -0.8016031,-0.05873683
[20] Total Num: 3428, avg: 34.36775984848019rec_023/head/000002/000265.jpg 0.0,0.0 -0.86814934,-0.08696842
[20] Total Num: 3429, avg: 34.37229664059513rec_023/head/000001/000265.jpg 0.0,0.0 -0.85975236,-0.054637015
[20] Total Num: 3430, avg: 34.37665859008854rec_023/head/000603/000265.jpg 0.0,0.0 -0.8481426,-0.058591455
[20] Total Num: 3431, avg: 34.38082792013305rec_023/head/000604/000265.jpg 0.0,0.0 -0.7505157,-0.05874128
[20] Total Num: 3432, avg: 34.3833705834749rec_023/head/000000/000266.jpg 0.0,0.0 -0.81722206,-0.007909117
[20] Total Num: 3433, avg: 34.38699472750236rec_023/head/000002/000266.jpg 0.0,0.0 -0.8352001,-0.017453482
[20] Total Num: 3434, avg: 34.390918531862944rec_023/head/000001/000266.jpg 0.0,0.0 -0.831536,0.0057769674
[20] Total Num: 3435, avg: 34.39477688901947rec_023/head/000603/000266.jpg 0.0,0.0 -0.84479743,-0.006777336
[20] Total Num: 3436, avg: 34.398854222913236rec_023/head/000604/000266.jpg 0.0,0.0 -0.74363106,-0.013107273
[20] Total Num: 3437, avg: 34.40124392819133rec_023/head/000000/000267.jpg 0.0,0.0 -0.8084296,0.038307995
[20] Total Num: 3438, avg: 34.40472225573022rec_023/head/000002/000267.jpg 0.0,0.0 -0.850613,0.03947401
[20] Total Num: 3439, avg: 34.40890107558739rec_023/head/000001/000267.jpg 0.0,0.0 -0.86436945,0.06129204
[20] Total Num: 3440, avg: 34.41332188006345rec_023/head/000604/000267.jpg 0.0,0.0 -0.75813246,0.028183406
[20] Total Num: 3441, avg: 34.41595149173129rec_023/head/000000/000268.jpg 0.0,0.0 -0.84728837,0.06505089
[20] Total Num: 3442, avg: 34.42008776479249rec_023/head/000002/000268.jpg 0.0,0.0 -0.8903033,0.074749894
[20] Total Num: 3443, avg: 34.42494397433645rec_023/head/000001/000268.jpg 0.0,0.0 -0.8927331,0.09258752
[20] Total Num: 3444, avg: 34.42985753115135rec_023/head/000603/000268.jpg 0.0,0.0 -0.8858154,0.0666149
[20] Total Num: 3445, avg: 34.434625997281266rec_023/head/000604/000268.jpg 0.0,0.0 -0.76801634,0.04936756
[20] Total Num: 3446, avg: 34.437423935855776rec_023/head/000000/000269.jpg 0.0,0.0 -0.8915838,0.06906589
[20] Total Num: 3447, avg: 34.442285196547274rec_023/head/000002/000269.jpg 0.0,0.0 -0.9170282,0.07685584
[20] Total Num: 3448, avg: 34.44757203937831rec_023/head/000001/000269.jpg 0.0,0.0 -0.9273712,0.098687276
[20] Total Num: 3449, avg: 34.453050627787334rec_023/head/000003/000269.jpg 0.0,0.0 -0.8004871,0.05240706
[20] Total Num: 3450, avg: 34.456380412773306rec_023/head/000603/000269.jpg 0.0,0.0 -0.9273897,0.07168981
[20] Total Num: 3451, avg: 34.46182504037958rec_023/head/000604/000269.jpg 0.0,0.0 -0.804663,0.052421756
[20] Total Num: 3452, avg: 34.465219494153786rec_023/head/000000/000270.jpg 0.0,0.0 -0.9279059,0.055122845
[20] Total Num: 3453, avg: 34.47065390791701rec_023/head/000002/000270.jpg 0.0,0.0 -0.9602536,0.056923166
[20] Total Num: 3454, avg: 34.476621694221464rec_023/head/000001/000270.jpg 0.0,0.0 -0.95758927,0.08291055
[20] Total Num: 3455, avg: 34.48256310859958rec_023/head/000603/000270.jpg 0.0,0.0 -0.9703465,0.05754047
[20] Total Num: 3456, avg: 34.48869132245131rec_023/head/000604/000270.jpg 0.0,0.0 -0.8343953,0.039059576
[20] Total Num: 3457, avg: 34.49255543580962rec_023/head/000000/000271.jpg 0.0,0.0 -0.95694613,0.027325543
[20] Total Num: 3458, avg: 34.49844077211802rec_023/head/000002/000271.jpg 0.0,0.0 -0.98715866,0.016112683
[20] Total Num: 3459, avg: 34.50482021608059rec_023/head/000001/000271.jpg 0.0,0.0 -1.007547,0.05222784
[20] Total Num: 3460, avg: 34.511546428483385rec_023/head/000003/000271.jpg 0.0,0.0 -0.87249243,0.015140893
[20] Total Num: 3461, avg: 34.516020308914975rec_023/head/000603/000271.jpg 0.0,0.0 -0.98872554,0.028957013
[20] Total Num: 3462, avg: 34.52241822553141rec_023/head/000604/000271.jpg 0.0,0.0 -0.89063907,0.015463805
[20] Total Num: 3463, avg: 34.527186629117175rec_023/head/000000/000272.jpg 0.0,0.0 -0.99767804,-0.007118519
[20] Total Num: 3464, avg: 34.53372141327668rec_023/head/000002/000272.jpg 0.0,0.0 -1.0188513,-0.036497854
[20] Total Num: 3465, avg: 34.54060904752802rec_023/head/000001/000272.jpg 0.0,0.0 -1.0342269,0.011943536
[20] Total Num: 3466, avg: 34.54774080146807rec_023/head/000003/000272.jpg 0.0,0.0 -0.8907022,-0.015411896
[20] Total Num: 3467, avg: 34.55249743245511rec_023/head/000603/000272.jpg 0.0,0.0 -1.0291281,-0.004909991
[20] Total Num: 3468, avg: 34.55953682557119rec_023/head/000604/000272.jpg 0.0,0.0 -0.90622026,-0.013998588
[20] Total Num: 3469, avg: 34.56454330021075rec_023/head/000000/000273.jpg 0.0,0.0 -1.1174195,-0.04337898
[20] Total Num: 3470, avg: 34.57304045757755rec_023/head/000002/000273.jpg 0.0,0.0 -1.2200066,-0.099065684
[20] Total Num: 3471, avg: 34.58324816391027rec_023/head/000001/000273.jpg 0.0,0.0 -1.2107061,-0.034909062
[20] Total Num: 3472, avg: 34.59327070011233rec_023/head/000003/000273.jpg 0.0,0.0 -0.97565174,-0.048723094
[20] Total Num: 3473, avg: 34.59941912499524rec_023/head/000603/000273.jpg 0.0,0.0 -1.1527865,-0.043557428
[20] Total Num: 3474, avg: 34.60847914733729rec_023/head/000604/000273.jpg 0.0,0.0 -1.0241045,-0.047618855
[20] Total Num: 3475, avg: 34.61541667368701rec_023/head/000000/000274.jpg 0.0,0.0 -1.1814482,-0.065314665
[20] Total Num: 3476, avg: 34.62494679300614rec_023/head/000002/000274.jpg 0.0,0.0 -1.2894781,-0.1318116
[20] Total Num: 3477, avg: 34.636278481772415rec_023/head/000001/000274.jpg 0.0,0.0 -1.272656,-0.061540514
[20] Total Num: 3478, avg: 34.64729483143841rec_023/head/000003/000274.jpg 0.0,0.0 -1.0473881,-0.067610465
[20] Total Num: 3479, avg: 34.654607029543556rec_023/head/000603/000274.jpg 0.0,0.0 -1.209943,-0.063083224
[20] Total Num: 3480, avg: 34.664582036422054rec_023/head/000604/000274.jpg 0.0,0.0 -1.0696698,-0.06598542
[20] Total Num: 3481, avg: 34.67224973674549rec_023/head/000000/000275.jpg 0.0,0.0 -1.1753147,-0.04600702
[20] Total Num: 3482, avg: 34.68163906074073rec_023/head/000002/000275.jpg 0.0,0.0 -1.3071076,-0.10591538
[20] Total Num: 3483, avg: 34.69320861869206rec_023/head/000001/000275.jpg 0.0,0.0 -1.3002981,-0.038372166
[20] Total Num: 3484, avg: 34.70463803289866rec_023/head/000003/000275.jpg 0.0,0.0 -1.0507926,-0.05023003
[20] Total Num: 3485, avg: 34.711967361554926rec_023/head/000604/000275.jpg 0.0,0.0 -1.076931,-0.049581144
[20] Total Num: 3486, avg: 34.71972109997768rec_023/head/000000/000276.jpg 0.0,0.0 -1.2068391,-0.02695883
[20] Total Num: 3487, avg: 34.72959634899025rec_023/head/000002/000276.jpg 0.0,0.0 -1.33889,-0.07774493
[20] Total Num: 3488, avg: 34.741644518489494rec_023/head/000001/000276.jpg 0.0,0.0 -1.2865726,-0.010225124
[20] Total Num: 3489, avg: 34.75281517149644rec_023/head/000604/000276.jpg 0.0,0.0 -1.0807564,-0.03227457
[20] Total Num: 3490, avg: 34.76060482230856rec_023/head/000000/000277.jpg 0.0,0.0 -1.2044823,-0.00629284
[20] Total Num: 3491, avg: 34.770416218171455rec_023/head/000002/000277.jpg 0.0,0.0 -1.3342569,-0.043821305
[20] Total Num: 3492, avg: 34.78235497254304rec_023/head/000001/000277.jpg 0.0,0.0 -1.301091,0.0131117795
[20] Total Num: 3493, avg: 34.793739463001664rec_023/head/000603/000277.jpg 0.0,0.0 -1.2309042,-0.0041251606
[20] Total Num: 3494, avg: 34.803966151162285rec_023/head/000604/000277.jpg 0.0,0.0 -1.0891274,-0.014043712
[20] Total Num: 3495, avg: 34.811863544507275rec_023/head/000000/000278.jpg 0.0,0.0 -1.2268233,0.0147775095
[20] Total Num: 3496, avg: 34.82201290829563rec_023/head/000002/000278.jpg 0.0,0.0 -1.3886468,-0.017420735
[20] Total Num: 3497, avg: 34.83480764443312rec_023/head/000001/000278.jpg 0.0,0.0 -1.31472,0.040732678
[20] Total Num: 3498, avg: 34.84638727344239rec_023/head/000603/000278.jpg 0.0,0.0 -1.2447697,0.01583748
[20] Total Num: 3499, avg: 34.85681199230099rec_023/head/000604/000278.jpg 0.0,0.0 -1.1072222,0.0033895841
[20] Total Num: 3500, avg: 34.86497842389266rec_023/head/000000/000279.jpg 0.0,0.0 -1.2246991,0.033861674
[20] Total Num: 3501, avg: 34.87506610043869rec_023/head/000002/000279.jpg 0.0,0.0 -1.3716317,0.015917676
[20] Total Num: 3502, avg: 34.88754899846908rec_023/head/000001/000279.jpg 0.0,0.0 -1.3286256,0.06645321
[20] Total Num: 3503, avg: 34.899329850764424rec_023/head/000603/000279.jpg 0.0,0.0 -1.2667928,0.03571571
[20] Total Num: 3504, avg: 34.910087274228545rec_023/head/000604/000279.jpg 0.0,0.0 -1.1081637,0.020153048
[20] Total Num: 3505, avg: 34.918243855618584rec_023/head/000000/000280.jpg 0.0,0.0 -1.1768949,0.010386743
[20] Total Num: 3506, avg: 34.927517715191165rec_023/head/000002/000280.jpg 0.0,0.0 -1.2837949,-0.024023693
[20] Total Num: 3507, avg: 34.93853379476411rec_023/head/000001/000280.jpg 0.0,0.0 -1.2415149,0.0333759
[20] Total Num: 3508, avg: 34.94885475677771rec_023/head/000603/000280.jpg 0.0,0.0 -1.1944298,0.01147128
[20] Total Num: 3509, avg: 34.95839833552907rec_023/head/000604/000280.jpg 0.0,0.0 -1.0532274,-9.878748e-05
[20] Total Num: 3510, avg: 34.96563112414989rec_023/head/000000/000281.jpg 0.0,0.0 -1.096671,-0.01981433
[20] Total Num: 3511, avg: 34.97357038856277rec_023/head/000002/000281.jpg 0.0,0.0 -1.2091914,-0.061060313
[20] Total Num: 3512, avg: 34.98335067794236rec_023/head/000001/000281.jpg 0.0,0.0 -1.1738291,-0.0037022561
[20] Total Num: 3513, avg: 34.992537203564126rec_023/head/000604/000281.jpg 0.0,0.0 -1.0239222,-0.025591578
[20] Total Num: 3514, avg: 34.999277472854565rec_023/head/000000/000282.jpg 0.0,0.0 -1.0577004,-0.036963277
[20] Total Num: 3515, avg: 35.006567527293285rec_023/head/000002/000282.jpg 0.0,0.0 -1.1379657,-0.08402537
[20] Total Num: 3516, avg: 35.0151816982965rec_023/head/000001/000282.jpg 0.0,0.0 -1.12372,-0.026807623
[20] Total Num: 3517, avg: 35.02353515392331rec_023/head/000603/000282.jpg 0.0,0.0 -1.1030409,-0.035389096
